#OTU ID	soil.ctrl.CMU.16.09.2016.07.26.day1	soil.ctrl.CMU.16.10.2016.08.06.day1	soil.ctrl.CMU.16.12.2016.10.day.day1	soil.ctrl.CMU.16.14.2016.11.day.day1	soil.ctrl.CMU.17.10.2017.08.09.day1	soil.ctrl.CMU.17.12.2017.10.10.day1	soil.ctrl.SHSU.2016.064.2016.08.25.day1	soil.ctrl.SHSU.2016.065.2016.08.25.day1	soil.ctrl.SHSU.2016.067.2016.09.16.day1	soil.ctrl.SHSU.2016.072.2016.11.04.day1	soil.ctrl.SHSU.2016.073.2016.11.04.day1	soil.ctrl.SHSU.2016.076.2016.11.22.day1	soil.ctrl.SHSU.2017.043.2017.11.30.day1	soil.ctrl.SHSU.2017.045.2017.12.12.day1	soil.ctrl.SHSU.2017.046.2017.12.19.day1	soil.ctrl.UTK.K016.04.2016.09.26.day1	soil.ctrl.UTK.K016.05.2016.09.26.day1	soil.ctrl.UTK.K016.06.2016.10.05.day1	soil.ctrl.UTK.K016.07.2017.Jan.06.day1	soil.ctrl.UTK.K016.08.2017.Jan.06.day1	soil.ctrl.UTK.K016.09.2017.Jan.06.day1	soil.ctrl.UTK.K016.10.2017.05.25.day1	soil.ctrl.UTK.K016.11.2017.05.25.day1	soil.ctrl.UTK.K016.12.2017.05.25.day1	soil.ctrlCMU.16.15.2016.12.day1	soil.ctrlCMU.17.01.2017.01.day1	soil.ctrlCMU.17.04.2017.03.day1	soil.face.CMU.16.03.2016.3.day1	soil.face.CMU.16.04.2016.mo.day1	soil.face.CMU.16.05.2016.mo.day1	soil.face.CMU.16.09.2016.07.26.day1	soil.face.CMU.16.10.2016.08.06.day1	soil.face.CMU.16.12.2016.10.day.day1	soil.face.CMU.16.14.2016.11.day.day1	soil.face.CMU.16.15.2016.12.day1	soil.face.CMU.17.01.2017.01.day1	soil.face.CMU.17.04.2017.03.day1	soil.face.CMU.17.10.2017.08.09.day1	soil.face.CMU.17.12.2017.10.10.day1	soil.face.SHSU.2016.007.2016.04.15.day1	soil.face.SHSU.2016.011.2016.04.15.day1	soil.face.SHSU.2016.024.2016.04.15.day1	soil.face.SHSU.2016.064.2016.08.25.day1	soil.face.SHSU.2016.065.2016.08.25.day1	soil.face.SHSU.2016.067.2016.09.16.day1	soil.face.SHSU.2016.072.2016.11.04.day1	soil.face.SHSU.2016.073.2016.11.04.day1	soil.face.SHSU.2016.076.2016.11.22.day1	soil.face.SHSU.2017.043.2017.11.30.day1	soil.face.SHSU.2017.045.2017.12.12.day1	soil.face.SHSU.2017.046.2017.12.19.day1	soil.face.UTK.K016.01.2016.04.05.day1	soil.face.UTK.K016.02.2016.04.13.day1	soil.face.UTK.K016.03.2016.05.06.day1	soil.face.UTK.K016.04.2016.09.26.day1	soil.face.UTK.K016.05.2016.09.26.day1	soil.face.UTK.K016.06.2016.10.05.day1	soil.face.UTK.K016.07.2017.Jan.06.day1	soil.face.UTK.K016.08.2017.Jan.06.day1	soil.face.UTK.K016.09.2017.Jan.06.day1	soil.face.UTK.K016.10.2017.05.25.day1	soil.face.UTK.K016.11.2017.05.25.day1	soil.face.UTK.K016.12.2017.05.25.day1	soil.hip.CMU.16.03.2016.3.day1	soil.hip.CMU.16.04.2016.mo.day1	soil.hip.CMU.16.05.2016.mo.day1	soil.hip.CMU.16.09.2016.07.26.day1	soil.hip.CMU.16.10.2016.08.06.day1	soil.hip.CMU.16.12.2016.10.day.day1	soil.hip.CMU.16.14.2016.11.day.day1	soil.hip.CMU.16.15.2016.12.day1	soil.hip.CMU.17.01.2017.01.day1	soil.hip.CMU.17.04.2017.03.day1	soil.hip.CMU.17.10.2017.08.09.day1	soil.hip.CMU.17.12.2017.10.10.day1	soil.hip.SHSU.2016.007.2016.04.15.day1	soil.hip.SHSU.2016.011.2016.04.15.day1	soil.hip.SHSU.2016.024.2016.04.15.day1	soil.hip.SHSU.2016.064.2016.08.25.day1	soil.hip.SHSU.2016.065.2016.08.25.day1	soil.hip.SHSU.2016.067.2016.09.16.day1	soil.hip.SHSU.2016.072.2016.11.04.day1	soil.hip.SHSU.2016.073.2016.11.04.day1	soil.hip.SHSU.2016.076.2016.11.22.day1	soil.hip.SHSU.2017.043.2017.11.30.day1	soil.hip.SHSU.2017.045.2017.12.12.day1	soil.hip.SHSU.2017.046.2017.12.19.day1	soil.hip.UTK.K016.01.2016.04.05.day1	soil.hip.UTK.K016.02.2016.04.13.day1	soil.hip.UTK.K016.03.2016.05.06.day1	soil.hip.UTK.K016.04.2016.09.26.day1	soil.hip.UTK.K016.05.2016.09.26.day1	soil.hip.UTK.K016.06.2016.10.05.day1	soil.hip.UTK.K016.07.2017.Jan.06.day1	soil.hip.UTK.K016.08.2017.Jan.06.day1	soil.hip.UTK.K016.09.2017.Jan.06.day1	soil.hip.UTK.K016.10.2017.05.25.day1	soil.hip.UTK.K016.11.2017.05.25.day1	soil.hip.UTK.K016.12.2017.05.25.day1
D_0__Bacteria;D_1__FBP;D_2__uncultured Carnobacterium sp.;D_3__uncultured Carnobacterium sp.;D_4__uncultured Carnobacterium sp.;D_5__uncultured Carnobacterium sp.;D_6__uncultured Carnobacterium sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000492429	0	4.46887E-05	0.000352734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Noviherbaspirillum;__	0	0	0.000880669	0.001416549	0.001689005	0.0021019	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000245616	0	0	0	0	0	0.000288268	0	0	0.001705514	0.000509061	0	0.000492429	0.001199424	0.002368503	0.001058201	0.002646903	0	0.000901713	0.006923319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001058812	0	0	0	0.000497413	0	0	0	0.000123671	0	0.001412762	0	0.000414136	0.000886263	0.000524178	0.000620292	0.002888318	0.001097446	0.000820232	0.002357409	0.002225313	0	0	0	0	0	0	0.000457875	0	0	0	0	0	0.000397298	0	0	0	0.000457596	0	0.000668114	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__Peredibacter;D_6__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222717	0	0	0.000309176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187301	0.000118203	0
D_0__Bacteria;D_1__Proteobacteria;__;__;__;__;__	0.002182045	0	0	0	0.000326904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231803	0	0	0	0	0.000915583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__uncultured;D_5__metagenome;D_6__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0.000423669	0	0.000189119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001339405	0	0	0	0	0	0	0	0	0	0.000584746	0.000529256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002008032	0	0	0.00054935	0	0	0	0	0	0	0	0.000238379	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae;D_5__Pontibacter;D_6__uncultured Bacteroidetes bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055228783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002870813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;D_5__Solirubrobacterales bacterium 67-14;D_6__Solirubrobacterales bacterium 67-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147369	0.000179131	0	0.00013297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709388	0	0	0	0	0	0.000148478	0.00051006	0.000210659	0.000309176	0.000288226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253133	0	0	0.000187301	0.000118203	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;__;__;__	0	0	0	0	0	0	0	0	0.000905797	0	0	0.006437768	0	0.000578815	0.000252159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000535762	0	0.001737921	0.002155172	0.001116071	0	0	0.016949153	0.000195542	0	0.001754239	0.000529256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004489338	0	0.004577916	0.002462188	0.003815629	0.001094605	0	0	0	0.001256983	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__KF-JG30-B3;D_5__metagenome;D_6__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000315199	0	0	0	0	0.000343862	0.000179131	0	0.00026594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001737921	0	0	0	0.000624532	0	0.000195542	0	0.000417676	0	0	0	0	0	0	0	0	0	0.000113347	0.000210659	0	0.000144113	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000448934	0.002993323	0	0	0.00030525	0	0	0	0	0	0	0.000455996	0	0.000246305	0	0	0	0	0.000172473	0	0	0	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Edaphobacter;__	0	0	0	0	0	0	0	0	0.000543478	0	0	0	0.016099421	0.008971638	0.009014688	0	0.000541594	0	0	0.000245616	0.000179131	0	0.00026594	0	0	0.000576535	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002143048	0	0.001737921	0	0	0	0.000249813	0	0.006746187	0	0.003424944	0.002234637	0	0.00094585	0.000866301	0	0.001881822	0.002222222	0.000298448	0.000445434	0.002380278	0.000842637	0.000618353	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001004016	0.000224467	0	0.00164805	0.003517411	0.004120879	0.003752932	0	0	0.005786618	0.004050279	0.001271355	0.003191974	0.000326797	0.001108374	0	0.000276932	0	0.001392229	0.000402438	0.000812065	0.00068677	0	0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__S-BQ2-57 soil group;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000374719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000698324	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade;D_6__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410509	0	0	9.53652E-05	0	0.000626959	0	0	0.000296824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000481278	0.000578235	0	0	0.000198965	0	0	0.00014044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000246305	0	0	0	0.000379699	0.000114982	0.000348028	0.001373541	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__BIrii41;D_5__metagenome;D_6__metagenome	0	0.008662175	0.001321004	0.001749854	0.000108968	0	0.001906123	0.001754386	0.00326087	0	0	0	0	0	0.00012608	0	0.000541594	0	0.000667557	0.000638601	0.001253918	0.002848282	0.000930789	0.001261502	0	0.001585471	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010715242	0	0.001390337	0	0	0	0.002747939	0	0.000391083	0	0.001587169	0.000352837	0	0.010167888	0.003657715	0	0.000470455	0	0.002288102	0.000890869	0.001530179	0.004423847	0.003029928	0.001873469	0	0	0	0	0	0	0	0	0	0	0	0	0.006024096	0.002020202	0.002302556	0	0.001758706	0	0	0	0	0	0	0.000635677	0.00250798	0.004248366	0.004187192	0	0.000276932	0	0.00202506	0.002069679	0.002552204	0.00305925	0.003073286	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__uncultured;D_6__uncultured Flavobacterium sp.	0.001870324	0	0.000572435	0.001833181	0.001035197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148412	0.006122449	0.000288268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Blautia;D_6__Blautia massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales;D_4__Nocardioidaceae;D_5__Marmoricola;D_6__uncultured bacterium	0	0.001924928	0.000616469	0.000416632	0.000653808	0.000252228	0	0	0	0	0	0	0	0	0	0	0.001191508	0	0.000381461	0.000884217	0.000268697	0.000316476	0.00026594	0.000519442	0	0	0	0	0	0.000101812	0	0.000492429	0	0.000491576	5.03905E-05	0.001588142	0.001145825	0.001803427	0.000104899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000288767	0.001503412	0.00084682	0.000952381	0.000298448	0.000222717	0.000566733	0.000491539	0	0.000288226	0	0.000759878	0	0.000295421	0.000655222	0.003190075	0.00152439	0.000302744	0.003075871	0.000261934	0.002642559	0	0	0	0	0	0	0	0	0	0	0	0	0.000158919	0.000455996	0	0	0.00076266	0.001800055	0.000501086	0	0.000229964	0	0.000874071	0.000650118	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Azospirillales;D_4__Inquilinaceae;D_5__Inquilinus;D_6__metagenome	0	0	0	0	0	0	0.002382654	0	0.000724638	0	0	0	0.000564892	0.000675285	0.002395512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001071524	0	0	0	0	0	0.000624532	0	0.000391083	0	0.002338986	0.000588062	0	0	0	0	0	0	0	0	0.000283366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00502008	0	0.000921022	0.000732467	0.000703482	0	0	0	0	0	0.000558659	0.000556218	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Rhodanobacteraceae;D_5__Rhodanobacter;D_6__uncultured Xanthomonadaceae bacterium	0	0	0	0	0	0	0	0.001096491	0.001268116	0	0	0	0	0	0	0	0	0	0	0	0	0.00012659	0	0	0	0.000288268	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002143048	0	0.002085506	0	0.000892857	0	0.002997752	0	0.001662104	0	0.000501211	0	0	0.000709388	0.001058812	0	0.000470455	0	0	0.000148478	0	0.001263956	0.000371012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000921022	0	0.000703482	0	0.003440188	0	0	0	0	0.001589193	0	0	0.001231527	0	0	0	0	0.000574911	0	0.000124867	0	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Granulicella;D_6__uncultured Acidobacteria bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000535762	0	0.002085506	0	0.000446429	0	0	0	0.002444271	0	0.001002423	0.000117612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000673401	0.000230256	0	0	0	0.000625489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiales Incertae Sedis;D_5__Nordella;__	0	0	0	0	0	0	0.002144389	0	0	0	0	0	0	0	0	0.000410509	0.000324957	0	0.001001335	0.000589478	0.000447828	0.000506361	0.000864304	0.000296824	0	0.000720669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00094585	0.000481278	0.000462588	0.000188182	0	0.000895344	0.001039347	0.000680079	0.000631978	0.000494682	0.000216169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000490196	0.001477833	0	0.000692329	0	0.000632831	0.000344947	0.000928074	0.000936505	0.000472813	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Chitinophaga;D_6__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000447828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000795862	0.000296956	0.00017002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000455996	0	0	0	0	0.001002171	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__uncultured;D_6__Flavitalea sp. AQ6-291	0	0	0	0	0	0	0	0.001754386	0	0	0	0	0	0.000771754	0.004854063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000695169	0.001847291	0	0	0.000249813	0	0.003715291	0	0.002422521	0.000294031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001346801	0.001151278	0	0	0.001831502	0	0	0	0.003254973	0	0.000874056	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66;D_3__uncultured Chloroflexi bacterium;D_4__uncultured Chloroflexi bacterium;D_5__uncultured Chloroflexi bacterium;D_6__uncultured Chloroflexi bacterium	0	0.001924928	0.000572435	0.000666611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012659	0	0	0	0	0	0	0	0	0	0.000738643	0	0.000491576	0.000856639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001683651	0.000481386	0.000151372	0	0	0.000139082	0.003072669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Taibaiella;D_6__uncultured bacterium	0	0	0	0.000249979	0	0	0	0.001535088	0	0	0	0	0	0	0	0	0.000433276	0	0	0.000491232	0.000447828	0	0	0	0	0.000288268	0	0	0	0.000203625	0	0	0	0	0	0	0	0	0	0	0.003667482	0	0	0	0	0	0	0	0	0	0	0	0.000472925	0.00067379	0.000231294	0.000282273	0.00031746	0	0.000371195	0.000283366	0	0	0.000144113	0	0	0.002760906	0	0	0	0	0.000189215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000915192	0	0.007516285	0	0.000574911	0.000232019	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__Psychroglaciecola;D_6__uncultured bacterium	0	0	0.000660502	0.000583285	0.000817261	0.000168152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00091631	0	0.000861751	0.00247881	0.000178755	0.001763668	0	0	0	0.000419595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000524178	0.000177226	0.00072208	0.000870388	0	0	9.27214E-05	0.0004609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__11-24;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000273673	0	0	0.000381461	0.000147369	0.000179131	0.000506361	0	0.000148412	0	0.000288268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000288767	0	0.000282273	0	0.000497413	0.000519673	0	0.000210659	0	0.000288226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326797	0	0.000305064	0	0	0.000759398	0.000229964	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__uncultured;D_6__uncultured alpha proteobacterium	0	0	0	0	0	0	0	0.002412281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000703482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira;D_3__Nitrospirales;D_4__Nitrospiraceae;D_5__Nitrospira;D_6__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392	0	0	0	0	0.000253133	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__966-1;D_6__uncultured beta proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000296824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222717	0	0	0	0.000360282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__uncultured;D_6__uncultured proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.001553453	0.000385877	0.000378239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000411644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__uncultured;D_4__metagenome;D_5__metagenome;D_6__metagenome	0	0	0	0	0	0	0	0	0.000362319	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000962557	0	0	0	0	0	0	0	0.000247341	0.000216169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00130719	0.001231527	0	0	0	0	0	0	0.000437036	0.000177305	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__TRA3-20;D_5__uncultured Nitrosomonadaceae bacterium;D_6__uncultured Nitrosomonadaceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019073	9.82463E-05	0	0.000189885	0	0	0	0.000144134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000965108	0	0.000210659	0.000432847	0.000360282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000490196	0	0	0	0	0	0.000747384	0	0.000374602	0.000236407	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfuromonadales;D_4__Geobacteraceae;D_5__Geobacter;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000324957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001155068	0.000231294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054935	0	0	0	0	0	0	0	0	0	0	0.001108374	0	0	0	0.000253133	0.000344947	0	0	0	0
