#SampleID	env_package	empo_1	empo_2	empo_3	is_emp	is_agp
2192.H01a.Nose.204.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H02a.Nose.729.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Foot.3155.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Hand.1855.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000005166	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000005598	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H07b.Foot.4019.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Bathroom.Door.Knob.1878.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Bathroom.Door.Knob.2814.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Bedroom.Floor.2836.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000101306	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000096863	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000002088	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000066856	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H05b.Nose.2556.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Hand.37.lane1.NoIndex.L001	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H02a.Foot.872.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H02a.Kitchen.Counter.721.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07a.Nose.3780.lane1.NoIndex.L001	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Nose.1983.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Bathroom.Door.Knob.3294.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Kitchen.Light.Switch.2403.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000063327	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000068950	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H05b.Hand.2650.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Hand.3373.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000041346	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H01a.Foot.161.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07a.Kitchen.Floor.3722.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Hand.2479.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000041345	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H05b.Foot.2600.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000005552	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H06b.Foot.3131.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000112774	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000020604	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H06b.Kitchen.Light.Switch.3195.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Foot.128.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Bathroom.Door.Knob.2766.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000074430	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000029329	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000004904	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H03a.Bathroom.Door.Knob.1350.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000085104	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H04a.Bedroom.Floor.1876.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H06b.Bathroom.Door.Knob.3246.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000043153	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H05b.Bedroom.Floor.2788.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Hand.325.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000098413	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000069844	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000040046	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H02a.Foot.776.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H02a.Kitchen.Counter.817.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000028600	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H07b.Nose.3969.lane1.NoIndex.L001	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07a.Front.Door.Knob.3653.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
864.14.OTC.addV.noG.noW.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
2192.H06a.Hand.3034.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000097015	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000096864	human-skin	Host-associated	Animal	Animal surface	False	True
1288.MA20jul09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.FBE02July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.SSBE24July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000066841	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000005237	human-oral	Host-associated	Animal	Animal secretion	False	True
1288.SSBE07July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
990.KA3U.C.11	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.SSBE22June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
945.P14.C10.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.NSB04oct08E.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.WSBH29July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000015058	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000050707	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000050463	human-skin	Host-associated	Animal	Animal surface	False	True
864.7.CON.addV.noG.noW.A.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.CBE02July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000028921	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H07b.Foot.4187.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
1288.FBH09Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.SSBE19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
864.1.OTC.addV.noG.noW.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.TBH25July08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
2382.SH004.C1.RH.4.616.bulk.9.12.lane7.NoIndex.L007.sequences	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000097023	human-skin	Host-associated	Animal	Animal surface	False	True
1288.CBE12Aug09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1799.33.SD2	host-associated	Host-associated	Animal	Animal corpus	True	False
10317.000097048	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000098445	human-skin	Host-associated	Animal	Animal surface	False	True
1721.B23B	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.MA30jun09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000021268	human-gut	Host-associated	Animal	Animal distal gut	False	True
1883.2009.179.Crump.Artic.LTREB.main.lane3.NoIndex	water	Free-living	Non-saline	Water (non-saline)	True	False
945.P10.C5.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.NSBE11June09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000102727	human-gut	Host-associated	Animal	Animal distal gut	False	True
864.4.C.noG.noV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000002202	human-gut	Host-associated	Animal	Animal distal gut	False	True
1883.2009.374.Crump.Artic.LTREB.main.lane3.NoIndex	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.TBE19June08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1674.McG.P110718Gl3	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.WSBH07Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000027728	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000015382	human-skin	Host-associated	Animal	Animal surface	False	True
1883.2009.365.Crump.Artic.LTREB.main.lane3.NoIndex	water	Free-living	Non-saline	Water (non-saline)	True	False
1799.89.N.SD.Pum29	host-associated	Host-associated	Animal	Animal corpus	True	False
10317.000009756	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000047559	human-oral	Host-associated	Animal	Animal secretion	False	True
1288.MA24aug09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
2192.H01a.Hand.40.lane1.NoIndex.L001	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000097024	human-skin	Host-associated	Animal	Animal surface	False	True
1288.CBH02July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000096960	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000052381	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000072372	human-gut	Host-associated	Animal	Animal distal gut	False	True
1799.2.N.SD.whole.fly2	host-associated	Host-associated	Animal	Animal corpus	True	False
864.15.OTC.addV.noG.noW.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000097008	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000108888	human-gut	Host-associated	Animal	Animal distal gut	False	True
1721.B25T	soil	Free-living	Non-saline	Soil (non-saline)	True	False
864.13.OTC.addH.noV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.MA06jul09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000027366	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000013587	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000022263	human-gut	Host-associated	Animal	Animal distal gut	False	True
894.OS757.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
2192.H06b.Nose.3228.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Front.Door.Knob.1301.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000097000	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000115178	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.NSBH19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
804.3867.1228.2	hydrothermal seep	Free-living	Saline	Surface (saline)	True	False
10317.000023699	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.TBH01Aug08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.HKE26July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.WSBH27July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.HKE20July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
2192.H06b.Nose.3135.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000027281	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.NSB12jul08H.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000082580	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000072314	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000001483	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000108768	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000051168	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000097056	human-skin	Host-associated	Animal	Animal surface	False	True
1883.2005.16.Crump.Artic.LTREB.main.lane4.NoIndex	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.TBH27July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000098446	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000079770	human-oral	Host-associated	Animal	Animal secretion	False	True
1288.SSBH09Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000006684	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H03a.Bedroom.Floor.1324.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000062167	human-oral	Host-associated	Animal	Animal secretion	False	True
864.6.C.noG.noV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.SSBH19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
2192.H03a.Kitchen.Light.Switch.1347.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
1288.HKH30July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000007085	human-skin	Host-associated	Animal	Animal surface	False	True
1288.CBE19June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.MAE12Aug08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
2192.H03a.Kitchen.Light.Switch.1299.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000096887	human-skin	Host-associated	Animal	Animal surface	False	True
894.UY909.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
1288.WSBH24July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000098494	human-skin	Host-associated	Animal	Animal surface	False	True
1288.SSBH09Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.MAH30July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
864.SFS4.2010.OTC.ET.b.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000007565	human-skin	Host-associated	Animal	Animal surface	False	True
1288.HKH30July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000032802	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.SSBE10July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
864.2.OTC.addV.addG.noW.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.NSBE19June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
2192.H03a.Foot.1235.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
1747.DZF.612012.RJ.skin.1	host-associated	Host-associated	Animal	Animal surface	True	False
1288.NSB18jul08E.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.HKH26July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.CBE02Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.SSBE03July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000096920	human-skin	Host-associated	Animal	Animal surface	False	True
864.4.OTC.noG.noV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000097071	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000009633	human-gut	Host-associated	Animal	Animal distal gut	False	True
861.X10.mar09	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000007695	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000030521	human-oral	Host-associated	Animal	Animal secretion	False	True
1288.SSBE24Sept07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000031191	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000009494	human-oral	Host-associated	Animal	Animal secretion	False	True
894.YY974.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
1883.2009.186.Crump.Artic.LTREB.main.lane3.NoIndex	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.NSBE06Aug09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
2192.H03a.Hand.1351.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
1288.FBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000050941	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000097072	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000073899	human-gut	Host-associated	Animal	Animal distal gut	False	True
864.15.C.noH.noVa.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1721.B4B	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.TBE04Oct08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
864.SFS2.2010.OTC.ET.b.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000020801	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.NSBE27June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.MAH22July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000096904	human-skin	Host-associated	Animal	Animal surface	False	True
864.13.CON.addV.noW.Pot.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
864.4.CON.V.G.W.not.pooled.c.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000029558	human-gut	Host-associated	Animal	Animal distal gut	False	True
1721.B15M	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.HKH08Aug07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.SSBH27June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000051053	human-skin	Host-associated	Animal	Animal surface	False	True
864.12.OTC.addH.noV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000097017	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000096944	human-skin	Host-associated	Animal	Animal surface	False	True
864.3.C.addG.addV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000049222	human-skin	Host-associated	Animal	Animal surface	False	True
1288.FBH10July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.CBE25Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.FBH10July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
864.OTC.R.6.2009a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
894.GV1050.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
10317.000072248	human-gut	Host-associated	Animal	Animal distal gut	False	True
864.15.OTC.H.Va.1.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.SSBH27June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
864.3.OTC.addG.addV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000098453	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000028711	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H07b.Nose.3972.lane1.NoIndex.L001	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000033567	human-oral	Host-associated	Animal	Animal secretion	False	True
864.12.C.addH.addV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.SSBH29July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.NSBE27June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1747.H10140.left.shoulder	host-associated	Host-associated	Animal	Animal surface	True	False
864.15.OTC.H.Va.2.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000113060	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000014196	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.SSBE27June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.TBH01July08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
864.4.OTC.addG.noV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000096873	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000005656	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000031373	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.HKH28June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1883.2009.349.Crump.Artic.LTREB.main.lane3.NoIndex	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000031463	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.HKH26July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.TBH12Aug09.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000098479	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H02a.Hand.919.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
1288.WSBE11July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
