rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
544	1	1	1	0.3708039755923484	-182.89481953868727	0.9979899497487437	18.123112532165717	C36H60O8	[M + Na]+	OZTXYFOXQFKYRP	InChI=1S/C36H60O8/c1-19(2)10-9-11-20(3)21-12-15-35(7)27(21)22(38)16-25-34(6)14-13-26(39)33(4,5)31(34)23(17-36(25,35)8)43-32-30(42)29(41)28(40)24(18-37)44-32/h10-11,21-32,37-42H,9,12-18H2,1-8H3	Ginsenoside Rh4	CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)C	5.5999999	9873863;21599928;23304396;25199835;72704669;73812670;91885261;117792321;123811175;124202621;126612655;129607047;129460967;129460968;129460969;129460970;131704933;131753162;137705968	COCONUT:(CNP0346275);HMDB:(41534);KNApSAcK:(33878);Natural Products:(UNPD68248 UNPD124923 UNPD132019 UNPD62940);PubChem:(9873863 21599928 23304396 25199835 72704669 73812670 91885261 117792321 123811175 124202621 126612655 129607047 129460967 129460968 129460969 129460970 131704933 131753162 137705968);SuperNatural:(SN00350949 SN00166317 SN00177460 SN00178088 SN00331310 SN00260148 SN00384619);PubChem class - bio and metabolites;MeSH:(21599928);PubMed	19955806	643.416	NaN	3166_specs_ms_FEATURE_3168
545	3	1	1	0.3701409335018907	-255.92421007465313	0.01557788944723618	1.2456518498199936	C15H28N2O5	[M + H]+	KBIWEWPGBHKYML	InChI=1S/C15H28N2O5/c1-9(2)5-6-16-14(21)11(7-10(3)4)17-15(22)12(18)8-13(19)20/h9-12,18H,5-8H2,1-4H3,(H,16,21)(H,17,22)(H,19,20)	n-[1-hydroxycarboxyethyl-carbonyl]leucylamino-2-methyl-butane	CC(C)CCNC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)O	1.20000005	4317;5288147	COCONUT:(CNP0020885);PubChem:(4317 5288147);PubChem class - bio and metabolites	18874370	317.2061	NaN	2310_specs_ms_FEATURE_2312
546	1	1	1	0.3693724922892329	-136.8577523529858	0.9999999999999999	23.311340742909174	C18H18O6	[M + H]+	HQGVZHRGQSXXIP	InChI=1S/C18H18O6/c1-9-7-15(23-4)10(2)6-13(9)18(22)24-12-5-11(3)16(17(20)21)14(19)8-12/h5-8,19H,1-4H3,(H,20,21)	null	CC1=CC(=CC(=C1C(=O)O)O)OC(=O)C2=C(C=C(C(=C2)C)OC)C	3.85074735	""	COCONUT:(CNP0178337)	2097152	331.1175	NaN	270_specs_ms_FEATURE_272
547	3	1	2	0.36929198176725736	-314.7416352991633	0.06030150753768845	9.44875260929202	C28H43N5O2	[M + H]+	KFRAMXFIEISFMN	InChI=1S/C28H43N5O2/c1-2-3-4-5-6-8-14-23(19-22-12-9-7-10-13-22)16-17-25(33-26-15-11-18-31-26)24(20-27(34)35)21-32-28(29)30/h7,9-13,15,18,20,23,25,31,33H,2-6,8,14,16-17,19,21H2,1H3,(H,34,35)(H4,29,30,32)	null	CCCCCCCCC(CCC(C(=CC(=O)O)CN=C(N)N)NC1=CC=CN1)CC2=CC=CC=C2	6.37295103	""	COCONUT:(CNP0099008)	2097152	482.3452	NaN	3404_specs_ms_FEATURE_3406
548	2	1	1	0.3688532312836142	-150.81600540199221	0.9964824120603014	14.951806966019436	C19H20O3	[M + H]+	HJJZJFOFYZSPGU	InChI=1S/C19H20O3/c20-15-4-2-1-3-13-6-9-18(21)16(11-13)17-12-14(5-8-15)7-10-19(17)22/h6-7,9-12,21-22H,1-5,8H2	acerogenin E	C1CCC2=CC(=C(C=C2)O)C3=C(C=CC(=C3)CCC(=O)C1)O	3.70000005	10402312	COCONUT:(CNP0307211);KNApSAcK:(29621);Natural Products:(UNPD64545);PubChem:(10402312);SuperNatural:(SN00316869);PubMed	3178578	297.1471	NaN	728_specs_ms_FEATURE_730
549	2	1	1	0.3680160236063055	-287.56130121982756	0.9130653266331659	43.107772313143336	C18H35NO6	[M + H]+	OPUBENBDVFCFOI	InChI=1S/C18H35NO6/c20-11-7-6-9-13(22)8-4-2-1-3-5-10-15(23)16-18(25)17(24)14(12-21)19-16/h14-21,23-25H,1-12H2	Broussonetine F	C(CCCC(C1C(C(C(N1)CO)O)O)O)CCCC(=O)CCCCO	0.600000024	10666310;10067159	COCONUT:(CNP0272134);KNApSAcK:(27963);Natural Products:(UNPD144389);PubChem:(10666310 10067159);MeSH:(10666310);PubMed	2130006	362.2523	NaN	2046_specs_ms_FEATURE_2048
550	3	1	1	0.3659080155041525	-205.82307362966156	0.028643216080402014	14.02668835912434	C20H19N3O4	[M + H]+	PWUAERKPLYTGAO	InChI=1S/C20H19N3O4/c1-3-12-27-18-7-5-4-6-16(18)13-22-23-19(24)14-21-20(25)15-8-10-17(26-2)11-9-15/h1,4-11,13H,12,14H2,2H3,(H,21,25)(H,23,24)	4-methoxy-N-[2-oxo-2-[2-[(2-prop-2-ynoxyphenyl)methylidene]hydrazinyl]ethyl]benzamide	COC1=CC=C(C=C1)C(=O)NCC(=O)NN=CC2=CC=CC=C2OCC#C	2.20000005	3863855;5942032;9639425	PubChem:(3863855 5942032 9639425);PubChem class - safety and toxic	67108866	366.1394	NaN	1025_specs_ms_FEATURE_1027
551	1	1	1	0.36519835517413934	-204.80244671632096	0.9989949748743717	32.774634510946655	C22H28O8	[M + H]+	PZANPDUAIFOXLC	InChI=1S/C22H28O8/c1-6-15(10-28-14(5)23)22(27)30-20-18-13(4)21(26)29-17(18)9-12(3)16(24)8-7-11(2)19(20)25/h6-7,9,16-20,24-25H,4,8,10H2,1-3,5H3	null	CC=C(COC(=O)C)C(=O)OC1C2C(C=C(C(CC=C(C1O)C)O)C)OC(=O)C2=C	1.98671305	""	COCONUT:(CNP0249441);Natural Products:(UNPD88145)	2129920	421.184	NaN	163_specs_ms_FEATURE_165
552	1	1	1	0.3644992263509595	-201.1215782896828	0.9653266331658292	1.5542444430254987	C23H45NO3	[M + H]+	KDRQUXQQNFOTAO	InChI=1S/C23H45NO3/c1-3-5-7-8-9-10-11-12-13-14-15-17-18-22(26)21(20-25)24-23(27)19-16-6-4-2/h17-18,21-22,25-26H,3-16,19-20H2,1-2H3,(H,24,27)	N-[(E)-1,3-dihydroxyheptadec-4-en-2-yl]hexanamide	CCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCC)O	6.9000001	11825153;73118482	COCONUT:(CNP0136611);Natural Products:(UNPD195688);PubChem:(11825153 73118482);SuperNatural:(SN00350821);PubMed	3178562	384.3424	NaN	2330_specs_ms_FEATURE_2332
553	1	1	1	0.36377032186360786	-232.4944952559894	0.9949748743718593	22.373616241815675	C18H24O5	[M + Na]+	ZMXFKFQNJTXZBC	InChI=1S/C18H24O5/c1-7-14(22-17(19)11(2)3)13-8-9-15(16(10-13)21-6)23-18(20)12(4)5/h7-12,14H,1H2,2-6H3	[2-methoxy-4-[1-(2-methylpropanoyloxy)prop-2-enyl]phenyl] 2-methylpropanoate	CC(C)C(=O)OC1=C(C=C(C=C1)C(C=C)OC(=O)C(C)C)OC	4.30000019	15293725	COCONUT:(CNP0278161);Natural Products:(UNPD19902 UNPD104120);PubChem:(15293725);SuperNatural:(SN00265599 SN00368072)	3178498	343.1537	NaN	134_specs_ms_FEATURE_136
554	1	1	1	0.35916201736153597	-182.14451560601614	0.06130653266331659	9.447808484017512	C43H68O13	[M + H]+	BYDJXNMGHFIIQV	InChI=1S/C43H68O13/c1-9-52-34(49)33-30(47)32(55-35-29(46)28(45)24(44)21-53-35)31(48)36(56-33)54-27-13-14-40(6)25(39(27,4)5)12-15-42(8)26(40)11-10-22-23-20-38(2,3)16-18-43(23,37(50)51)19-17-41(22,42)7/h10,23-33,35-36,44-48H,9,11-21H2,1-8H3,(H,50,51)/p-1	null	CCOC(=O)C1C(C(C(C(O1)OC2CCC3(C(C2(C)C)CCC4(C3CC=C5C4(CCC6(C5CC(CC6)(C)C)C(=O)[O-])C)C)C)O)OC7C(C(C(CO7)O)O)O)O	4.67667723	""	COCONUT:(CNP0040194 CNP0244186);SuperNatural:(SN00177990)	3145728	793.4796	NaN	695_specs_ms_FEATURE_697
555	1	1	1	0.35885825743373173	-176.58870714545472	0.9999999999999999	14.418859518112463	C31H52O	[M + Na]+	CDTIDJDMSJTMJX	InChI=1S/C31H52O/c1-9-31-20-19-29(7)23(22(4)12-10-11-21(2)3)17-18-30(29,8)26(31)15-13-24-25(31)14-16-27(32)28(24,5)6/h11,22-26H,9-10,12-20H2,1-8H3	(8R,9S,13R)-9-ethyl-4,4,13,14-tetramethyl-17-(6-methylhept-5-en-2-yl)-1,2,5,6,7,8,10,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	CCC12CCC3(C(CCC3(C1CCC4C2CCC(=O)C4(C)C)C)C(C)CCC=C(C)C)C	10.3999996	5316238	COCONUT:(CNP0215962);Natural Products:(UNPD68113);PubChem:(5316238);SuperNatural:(SN00358738)	3178498	463.3896	NaN	1433_specs_ms_FEATURE_1435
556	2	1	1	0.3587649460199649	-277.5297561906003	0.9547738693467337	20.357442445261253	C38H54O9	[M + Na]+	XQJPRIJOJVJRFC	InChI=1S/C38H54O9/c1-9-22(4)33-25(7)15-16-37(47-33)19-29-18-28(46-37)14-13-24(6)32(45-35(40)21(2)3)23(5)11-10-12-27-20-43-34-31(39)26(8)17-30(36(41)44-29)38(27,34)42/h9-13,17,21,23,25,28-34,39,42H,14-16,18-20H2,1-8H3	Milbemycin B, 5-O-demethyl-28-deoxy-6,28-epoxy-13-(2-methyl-1-oxopropoxy)-25-(1-methyl-1-propenyl)-, (6R,13R,25S)-	CC=C(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC(=O)C(C)C)C)C	4.69999981	6441219;9809774;101629182;102083796	COCONUT:(CNP0351386);MeSH:(6441219 101629182);PubChem:(6441219 9809774 101629182 102083796);PubMed	2097222	677.3653	NaN	1870_specs_ms_FEATURE_1872
557	3	1	2	0.358381894258466	-260.8002697848542	0.02311557788944724	33.72236609269093	C16H26N4O4	[M + K]+	QQXACZIVVABZFK	InChI=1S/C16H26N4O4/c21-13-11-19(15(23)17-13)9-7-5-3-1-2-4-6-8-10-20-12-14(22)18-16(20)24/h1-12H2,(H,17,21,23)(H,18,22,24)	1,1''-(Decane-1,10-diyl)bis(imidazoline-2,4-dione)	C1C(=O)NC(=O)N1CCCCCCCCCCN2CC(=O)NC2=O	1.60000002	44153304	PubChem:(44153304);NORMAN:(NS00040108)	262146	377.1611	NaN	204_specs_ms_FEATURE_206
558	1	1	1	0.3575207405139619	-202.96658545752416	0.9999999999999999	17.939935002660835	C36H60O6	[M + H]+	ROPPTGKKZZDFJN	InChI=1S/C36H60O6/c1-4-7-10-13-16-19-22-27-40-34(37)31-25-26-32(35(38)41-28-23-20-17-14-11-8-5-2)33(30-31)36(39)42-29-24-21-18-15-12-9-6-3/h25-26,30H,4-24,27-29H2,1-3H3	Trinonyl benzene-1,2,4-tricarboxylate	CCCCCCCCCOC(=O)C1=CC(=C(C=C1)C(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC	13.3999996	517694	PubChem:(517694);NORMAN:(NS00022086)	262146	589.444	NaN	3038_specs_ms_FEATURE_3040
559	1	1	1	0.35651059041118505	-188.7559989425736	0.9999999999999999	13.379436347249653	C36H60O8	[M + Na]+	AVXFIVJSCUOFNT	InChI=1S/C36H60O8/c1-19(2)10-9-11-20(3)21-12-15-35(7)27(21)22(38)16-25-34(6)14-13-26(39)33(4,5)31(34)23(17-36(25,35)8)43-32-30(42)29(41)28(40)24(18-37)44-32/h10,21-32,37-42H,3,9,11-18H2,1-2,4-8H3	(2R,3R,4S,5S,6R)-2-[[(6S,8R,10R,12R,14R)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-(6-methylhepta-1,5-dien-2-yl)-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	CC(=CCCC(=C)C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)C	5.69999981	12004024;42622189;73175696;75412555;101362398;117792325;129606998;137704489	COCONUT:(CNP0180465);KNApSAcK:(33881);Natural Products:(UNPD133930);PubChem:(12004024 42622189 73175696 75412555 101362398 117792325 129606998 137704489);SuperNatural:(SN00271073 SN00177461);MeSH:(75412555);PubMed	3178582	643.4207	NaN	3041_specs_ms_FEATURE_3043
560	1	1	1	0.3553821143121961	-327.8878387823779	0.08894472361809047	5.809052359527588	C26H41NO6	[M + H]+	LSIUQFINAGKPOI	InChI=1S/C26H41NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-19,21,24,28,30H,4-13H2,1-3H3,(H,27,31)(H,32,33)	null	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(=O)CC4C3(CCC(C4)O)C)O)C	2.5999999	10253857;101784247;129626822	PubChem:(10253857 101784247 129626822);CHEBI:(138394 137824);KEGG Mine	8589934626	464.2991	NaN	3246_specs_ms_FEATURE_3248
561	1	1	1	0.3542177512310074	-75.2052508264541	0.9994974874371858	24.651823796474687	C16H28O2	[M + H]+	PUZGUNYANHPRKM	InChI=1S/C16H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h1H,3-15H2,(H,17,18)	15-Hexadecynoic acid	C#CCCCCCCCCCCCCCC(=O)O	5.660429	127256	COCONUT:(CNP0346646);PubChem:(127256);additional;MeSH:(127256);Training Set;PubMed;KEGG Mine	8592572486	253.2155	NaN	563_specs_ms_FEATURE_565
562	5	1	2	0.3531010133950187	-221.99809982270574	0.01457286432160804	11.841737055546226	C38H40O10	[M + Na]+	AHUFIGKVFOERTN	InChI=1S/C38H40O10/c1-22-21-27(40)30(46-34(42)25-17-11-7-12-18-25)37(5)32(47-35(43)26-19-13-8-14-20-26)29(45-33(41)24-15-9-6-10-16-24)28-31(44-23(2)39)38(22,37)48-36(28,3)4/h6-20,22,27-32,40H,21H2,1-5H3	null	CC1CC(C(C2(C13C(C(C(C2OC(=O)C4=CC=CC=C4)OC(=O)C5=CC=CC=C5)C(O3)(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O	6.0999999	102403195	COCONUT:(CNP0131532);Natural Products:(UNPD34092);PubChem:(102403195);SuperNatural:(SN00345198)	3178498	679.2506	NaN	302_specs_ms_FEATURE_304
563	6	1	1	0.35161483842371694	-214.8728574506953	0.9999999999999999	12.899517109942563	C38H40O10	[M + Na]+	KRIXKONSAFPFFK	InChI=1S/C38H40O10/c1-22-21-27(45-33(41)24-15-9-6-10-16-24)31(44-23(2)39)37(5)32(47-35(43)26-19-13-8-14-20-26)29(46-34(42)25-17-11-7-12-18-25)28-30(40)38(22,37)48-36(28,3)4/h6-20,22,27-32,40H,21H2,1-5H3	null	CC1CC(C(C2(C13C(C(C(C2OC(=O)C4=CC=CC=C4)OC(=O)C5=CC=CC=C5)C(O3)(C)C)O)C)OC(=O)C)OC(=O)C6=CC=CC=C6	6.0999999	102403193	COCONUT:(CNP0295436);Natural Products:(UNPD57450);PubChem:(102403193);SuperNatural:(SN00278730)	3178498	679.2512	NaN	919_specs_ms_FEATURE_921
564	1	1	1	0.3511963976530943	-218.71753723123533	0.9999999999999999	18.771259860379132	C27H46O7	[M + H]+	HJAVSBBNYZSZDJ	InChI=1S/C27H46O7/c1-15(2)6-5-7-16(3)18-8-9-19(26(18,4)10-11-28)17-12-20(30)22-24(33)23(32)21(31)13-27(22,14-29)25(17)34/h5,7,15-24,28-33H,6,8-14H2,1-4H3	null	CC(C)CC=CC(C)C1CCC(C1(C)CCO)C2CC(C3C(C(C(CC3(C2=O)CO)O)O)O)O	2.29999995	9982735;23427774	COCONUT:(CNP0139414);Natural Products:(UNPD82766 UNPD192598);PubChem:(9982735 23427774);SuperNatural:(SN00237619)	3178498	483.3308	NaN	2478_specs_ms_FEATURE_2480
565	1	1	1	0.3507170091601357	-97.62324869997579	0.9999999999999999	24.331491076223603	C10H16O4	[M + H]+	CXGDCGIPEJKSCK	InChI=1S/C10H16O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1,3H,2,4-8H2,(H,11,12)(H,13,14)	Decenedioate	C(CCC(=O)O)CC=CCCC(=O)O	1.39999998	3017768;6365634;9543671	NORMAN:(NS00053507);COCONUT:(CNP0138278);HMDB:(603);Natural Products:(UNPD35825 UNPD193864);PubChem:(3017768 6365634 9543671);SuperNatural:(SN00287425 SN00279382);CHEBI:(89730)	3440682	201.1119	NaN	1618_specs_ms_FEATURE_1620
566	1	1	1	0.3502988929877107	-105.09326952919213	0.9984924623115577	11.214363089038667	C24H44O4	[M + K]+	VRXAKSBKJGDKDM	InChI=1S/C24H44O4/c1-3-5-7-15-18-22(28-24(27)21-14-6-4-2)19-16-12-10-8-9-11-13-17-20-23(25)26/h12,16,22H,3-11,13-15,17-21H2,1-2H3,(H,25,26)	9-Octadecenoic acid, 12-[(1-oxohexyl)oxy]-	CCCCCCC(CC=CCCCCCCCC(=O)O)OC(=O)CCCCC	8.19999981	71347969;102401613	MeSH:(71347969 102401613);PubChem:(71347969 102401613);PubMed	70	435.2824	NaN	2273_specs_ms_FEATURE_2275
567	5	1	4	0.3498494389496574	-280.9393810509445	0.020603015075376884	13.585916416782654	C30H36O10	[M + Na]+	MWGNJVCCJCKLGJ	InChI=1S/C30H36O10/c1-36-25-11-17(4-7-22(25)33)10-20-16-39-30(21(20)14-31)19-6-9-24(27(13-19)38-3)40-28(15-32)29(35)18-5-8-23(34)26(12-18)37-2/h4-9,11-13,20-21,28-35H,10,14-16H2,1-3H3	null	COC1=C(C=CC(=C1)CC2COC(C2CO)C3=CC(=C(C=C3)OC(CO)C(C4=CC(=C(C=C4)O)OC)O)OC)O	2.5999999	10962720	COCONUT:(CNP0226724);Natural Products:(UNPD2079);PubChem:(10962720);SuperNatural:(SN00372241);PubMed	3178562	579.2218	NaN	506_specs_ms_FEATURE_508
568	1	1	1	0.3486470662000396	-303.81579576142593	0.010552763819095477	13.504351660000815	C50H90O10	[M + K]+	CRNLBIMWGHRNME	InChI=1S/C50H90O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-37-50(49(55)56,38-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2)45-48(54)60-44-42-58-40-39-57-41-43-59-47(53)36-35-46(51)52/h33-34,37-38H,3-32,35-36,39-45H2,1-2H3,(H,51,52)(H,55,56)	Dioctadecenyl-4,15-dioxo-5,8,11,14-tetraoxaoctadecanedioic acid	CCCCCCCCCCCCCCCCC=CC(CC(=O)OCCOCCOCCOC(=O)CCC(=O)O)(C=CCCCCCCCCCCCCCCCC)C(=O)O	16.5	53436522	PubChem:(53436522);NORMAN:(NS00062494)	262146	889.6201	NaN	1138_specs_ms_FEATURE_1140
569	1	1	1	0.3480997046640898	-58.69482252870456	0.9999999999999999	28.603151561915784	C13H24O4	[M + H]+	DXNCZXXFRKPEPY	InChI=1S/C13H24O4/c14-12(15)10-8-6-4-2-1-3-5-7-9-11-13(16)17/h1-11H2,(H,14,15)(H,16,17)	Brassilate	C(CCCCCC(=O)O)CCCCCC(=O)O	3.51055408	10458;6994474	HMDB:(2327);SuperNatural:(SN00002517 SN00216183);ZINC bio:(ZINC01700020);additional;MeSH:(10458);PubMed;NORMAN:(NS00010118);COCONUT:(CNP0138353 CNP0346637);PubChem:(10458 6994474);CHEBI:(73718);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	87842926	245.1745	NaN	2597_specs_ms_FEATURE_2599
570	2	1	1	0.34773882073576423	-214.69782759505097	0.9999999999999999	12.478587291001011	C38H40O10	[M + Na]+	AHUFIGKVFOERTN	InChI=1S/C38H40O10/c1-22-21-27(40)30(46-34(42)25-17-11-7-12-18-25)37(5)32(47-35(43)26-19-13-8-14-20-26)29(45-33(41)24-15-9-6-10-16-24)28-31(44-23(2)39)38(22,37)48-36(28,3)4/h6-20,22,27-32,40H,21H2,1-5H3	null	CC1CC(C(C2(C13C(C(C(C2OC(=O)C4=CC=CC=C4)OC(=O)C5=CC=CC=C5)C(O3)(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O	6.0999999	102403195	COCONUT:(CNP0131532);Natural Products:(UNPD34092);PubChem:(102403195);SuperNatural:(SN00345198)	3178498	679.2506	NaN	758_specs_ms_FEATURE_760
571	6	1	2	0.3476464587397024	-314.7024728548441	0.07035175879396985	0.8904602357917428	C18H33NO6	[M + Na]+	WGEIJHUJKRVXNI	InChI=1S/C18H33NO6/c20-10-4-3-6-12(22)5-1-2-7-16(23)13-8-9-14-17(24)18(25)15(11-21)19(13)14/h13-18,20-21,23-25H,1-11H2	null	C1CC(N2C1C(C(C2CO)O)O)C(CCCCC(=O)CCCCO)O	-0.600000024	9998578;101096882	COCONUT:(CNP0313101);KNApSAcK:(32773);Natural Products:(UNPD96147);PubChem:(9998578 101096882)	2129938	382.2187	NaN	2473_specs_ms_FEATURE_2475
572	4	1	1	0.34696027912807037	-207.97027776808608	0.9984924623115576	8.34946431652674	C36H60O10	[M + H]+	FLXWNHMMKNTKDN	InChI=1S/C36H60O10/c1-31(2)25-11-10-22-23(34(25,6)16-24(30(31)43)46-29(42)18-33(5,45)17-28(40)41)15-27(39)36(8)21(13-14-35(22,36)7)20(19-37)9-12-26(38)32(3,4)44/h20-21,24-27,30,37-39,43-45H,9-19H2,1-8H3,(H,40,41)	null	CC1(C2CCC3=C(C2(CC(C1O)OC(=O)CC(C)(CC(=O)O)O)C)CC(C4(C3(CCC4C(CCC(C(C)(C)O)O)CO)C)C)O)C	2.70000005	73350375;72715746	COCONUT:(CNP0417867);Natural Products:(UNPD219206);PubChem:(73350375 72715746);PubMed;KEGG Mine	8592064578	653.4228	NaN	3415_specs_ms_FEATURE_3417
573	1	1	1	0.34688063797884927	-63.48407064840848	0.9999999999999999	11.88470023930834	C22H43NO	[M + H]+	UAUDZVJPLUQNMU	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)	Erucylamide	CCCCCCCCC=CCCCCCCCCCCCC(=O)N	8.80000019	8214;5365369;5365371	PubChem class - food;Maconda:(CON00035);additional;HSDB:(112-84-5);MeSH:(8214 5365371);PubMed;NORMAN:(NS00010726);COCONUT:(CNP0107414);Natural Products:(UNPD40452);PubChem:(8214 5365369 5365371);CHEBI:(142245);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8810972774	338.3408	NaN	1527_specs_ms_FEATURE_1529
574	1	1	1	0.34560237416759876	-177.87910599246618	0.9015075376884423	12.566964849594644	C28H48O2	[M + K]+	SPRQTCLMRSSHLP	InChI=1S/C28H48O2/c1-18(2)19(3)6-7-20(17-29)24-10-11-25-23-9-8-21-16-22(30)12-14-27(21,4)26(23)13-15-28(24,25)5/h18,20-26,29-30H,3,6-17H2,1-2,4-5H3	(3S,5S,8R,9S,10S,13S,14S,17R)-17-[(2R)-1-hydroxy-6-methyl-5-methylideneheptan-2-yl]-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol	CC(C)C(=C)CCC(CO)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	8.0	21669890;23425554	COCONUT:(CNP0391176);Natural Products:(UNPD68579);PubChem:(21669890 23425554);SuperNatural:(SN00381827)	3178498	455.3279	NaN	3645_specs_ms_FEATURE_3647
575	1	1	1	0.3447309531860242	-56.118837521797616	0.9999999999999999	11.578659506288282	C18H28O3	[M + H]+	ACHDMUPTZYZIGR	InChI=1S/C18H28O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)	9-Oxo-10,12,15-odta	CCC=CCC=CC=CC(=O)CCCCCCCC(=O)O	4.5999999	3017510;6365597;11380794	COCONUT:(CNP0256961);Natural Products:(UNPD131773);PubChem:(3017510 6365597 11380794);CHEBI:(142251);additional;MeSH:(6365597);Training Set;PubMed;KEGG Mine	8592605286	293.2097	NaN	367_specs_ms_FEATURE_369
576	1	1	2	0.3444004570875791	-244.96704362913928	0.7864321608040202	19.978346897113138	C27H51N5O4	[M + H]+	SQSJOUYJBHDMLJ	InChI=1S/C27H51N5O4/c1-5-20(4)13-10-8-6-7-9-11-14-21-17-23(33)29-18-24(34)31-22(15-12-16-28)26(35)32-25(19(2)3)27(36)30-21/h19-22,25H,5-18,28H2,1-4H3,(H,29,33)(H,30,36)(H,31,34)(H,32,35)	Rhodopeptin C4	CCC(C)CCCCCCCCC1CC(=O)NCC(=O)NC(C(=O)NC(C(=O)N1)C(C)C)CCCN	4.4000001	484988;139585972	COCONUT:(CNP0192987);Natural Products:(UNPD74371);PubChem:(484988 139585972);SuperNatural:(SN00326781);MeSH:(484988);PubMed	3178566	510.3973	NaN	1284_specs_ms_FEATURE_1286
577	1	1	1	0.3435470583332353	-120.13162472631069	0.9999999999999999	30.044069917538593	C21H36O4	[M + H]+	RFZGOGUSGPXHFK	InChI=1S/C21H36O4/c22-17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18-25-20-21(24)19-23/h8,10,16,18,21-24H,1-7,9,11,13,15,17,19-20H2	3-[(1Z,5Z)-18-hydroxyoctadeca-1,5-dien-3-ynoxy]propane-1,2-diol	C(CCCCCCO)CCCCCC=CC#CC=COCC(CO)O	5.0999999	21674173;71434489;101834988	COCONUT:(CNP0153594);Natural Products:(UNPD133482);PubChem:(21674173 71434489 101834988)	2129922	353.2671	NaN	2350_specs_ms_FEATURE_2352
578	1	1	1	0.34294471125109605	-181.76855634946202	0.9899497487437188	17.231929427791297	C36H64O12	[M + Na]+	HRLMVMVJBWJIGC	InChI=1S/C36H64O12/c1-18-29(37)20(3)35(8,39)47-30(18)25-14-13-23(44-25)24-15-16-28(45-24)34(7)32(42-11)21(4)36(48-34)19(2)26(41-10)17-27(46-36)31(38)33(6,43-12)22(5)40-9/h18-32,37-39H,13-17H2,1-12H3	null	CC1C(C(C(OC1C2CCC(O2)C3CCC(O3)C4(C(C(C5(O4)C(C(CC(O5)C(C(C)(C(C)OC)OC)O)OC)C)C)OC)C)(C)O)C)O	2.5999999	25064134;25112904;49799776;139587375	COCONUT:(CNP0330532);Natural Products:(UNPD95057);PubChem:(25064134 25112904 49799776 139587375);SuperNatural:(SN00373849);PubMed	3178562	711.4274	NaN	3345_specs_ms_FEATURE_3347
