relativeIndex	absoluteIndex	id	name	parentId	description
1195	2305	CHEMONT:0002306	Pyrrolopyrimidine nucleosides and nucleotides	CHEMONT:0000289	Nucleoside derivatives containing a ribose derivative which is n-glycosylated to a pyrrolopyrimidine. Also called deazapurine nucleosides, they are analogs of purine nucleosides with the N atom of the purine being replaced by a C atom at position 7.
1196	2306	CHEMONT:0002307	Morpholine carboxylic acids and derivatives	CHEMONT:0000392	Heterocyclic compounds containing a morpholine ring substituted by one or more carboxylic acid groups (or derivative thereof).
1197	2307	CHEMONT:0002308	Phenylpyrimidines	CHEMONT:0000075	Polycyclic aromatic compounds containing a benzene ring linked to a pyrimidine ring through a CC or CN bond.  Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.
1198	2308	CHEMONT:0002309	Alpha amino acid amides	CHEMONT:0000060	Amide derivatives of alpha amino acids.
1199	2309	CHEMONT:0002310	Substituted imidazoles	CHEMONT:0000078	Heterocyclic compounds containing an imidazole ring substituted at one or more positions.
1200	2310	CHEMONT:0002311	N-substituted imidazoles	CHEMONT:0002310	Heterocyclic compounds containing an imidazole ring substituted at position 1.
1201	2311	CHEMONT:0002312	Piperidinecarboxamides	CHEMONT:0001974	Compounds containing a piperidine ring substituted with a carboxamide functional group.
1202	2312	CHEMONT:0002313	Thienodiazepines	CHEMONT:0000002	Heteropolycyclic containing a thiophene ring fused to a diazepine ring. Thiophene is 5-membered ring consisting of four carbon and one sulfur atoms. Diazepine is a 7-membered ring consisting of five carbon and two nitrogen atoms.
1203	2313	CHEMONT:0002314	Quinazolinamines	CHEMONT:0000485	Heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.
1204	2314	CHEMONT:0002315	Piperazine carboxylic acids and derivatives	CHEMONT:0000189	Heterocyclic compounds containing a piperazine ring substituted by one or more carboxylic acid groups (or derivatives thereof).
1205	2315	CHEMONT:0002316	Piperazine carboxamides	CHEMONT:0002315	Heterocyclic compounds containing a piperazine ring substituted by one or more carboxamide group.
1206	2316	CHEMONT:0002317	Phenylpyridines	CHEMONT:0000089	Polycyclic aromatic compounds containing a benzene ring linked to a pyridine ring through a CC or CN bond.
1207	2317	CHEMONT:0002318	Carbacephems	CHEMONT:0000162	A new class of beta-lactam antibiotics similar in structure to the cephalosporins. They differ from cephalosporins, however, in the substitution of a sulfur atom in the dihydrothiazine ring with a methylene group to form a tetrahydropyridine ring.
1208	2318	CHEMONT:0002319	Phenol esters	CHEMONT:0002448	Aromatic compounds containing a benzene ring substituted by a hydroxyl group and an ester group.
1209	2319	CHEMONT:0002320	Halophenols	CHEMONT:0000134	Aromatic compounds containing benzene substituted by a hydroxyl group and a halogen atom.
1210	2320	CHEMONT:0002321	Cycloartanols and derivatives	CHEMONT:0000258	Steroids containing a cycloartanol moiety.
1211	2321	CHEMONT:0002322	Triazolodiazepines	CHEMONT:0000002	Heterocyclic aromatic compounds containing a triazole ring fused to a diazepine ring. Triazole is a five-membered ring consisting of two carbon atoms and three nitrogen atoms. Diazepine is a 7-membered ring consisting of five carbon and two nitrogen atoms.
1212	2322	CHEMONT:0002323	Benzothiadiazoles	CHEMONT:0000002	Heterocyclic aromatic compounds containing a benzene ring fused to a thiadiazole ring. Thiadiazole is a five-membered aromatic heterocycle made up of one sulfur atom and two nitrogen atoms.
1213	2325	CHEMONT:0002326	Thiadiazole sulfonamides	CHEMONT:0000093	Heterocyclic compounds containing a thiazole ring substituted by at least one sulfonamide group.
1214	2326	CHEMONT:0002327	Phenylimidazoles	CHEMONT:0002310	Polycyclic aromatic compounds containing a benzene ring linked to an imidazole ring through a CC or CN bond.
1215	2328	CHEMONT:0002329	Aminothiazoles	CHEMONT:0000095	Compounds containing a thiazole ring substituted by one or more amine groups.
1216	2329	CHEMONT:0002330	Isoxazolopyridines	CHEMONT:0000002	Aromatic compounds containing an isoxazole ring fused to a pyridine ring. Isoxazole is five-membered ring with three carbon atoms, and an oxygen atom next to a nitrogen atom. Pyridine is a 6-membered ring consisting of five carbon atoms and one nitrogen center.
1217	2331	CHEMONT:0002332	Benzisoxazoles	CHEMONT:0000002	Aromatic compounds containing a benzene ring fused to an isoxazole ring. Isoxazole is five-membered ring with three carbon atoms, and an oxygen atom next to a nitrogen atom.
1218	2332	CHEMONT:0002333	Benzisoxazolones	CHEMONT:0002332	Aromatic compounds containing a benzene ring fused to an isoxazolone moiety.
1219	2333	CHEMONT:0002334	Phenylpyrroles	CHEMONT:0002257	Polycyclic aromatic compounds containing a benzene ring linked to a pyrrole ring through a CC or CN bond.
1220	2334	CHEMONT:0002335	Phenylpyrrolines	CHEMONT:0000091	Polycyclic aromatic compounds containing a benzene ring linked to a pyrroline ring through a CC or CN bond.
1221	2335	CHEMONT:0002336	Phenylpyrrolidines	CHEMONT:0000218	Polycyclic aromatic compounds containing a benzene ring linked to a pyrrolidine ring through a CC or CN bond. Pyrrolidine is a five-membered saturated aliphatic heterocycle with one nitrogen atom and four carbon atoms.
1222	2336	CHEMONT:0002337	Imidazolethiones	CHEMONT:0000079	Aromatic compounds containing an imidazole ring which bears a thioketone group.
1223	2337	CHEMONT:0002338	Cycloheptathiophenes	CHEMONT:0000002	Polycyclic compounds containing a thiophene ring fused to a 7 member carbocyclic moiety. Thiophene is 5-membered ring consisting of four carbon atoms and one sulfur atom.
1224	2338	CHEMONT:0002339	Chromenopyridines	CHEMONT:0003410	Aromatic heterocyclic compounds structurally characterized by a pyridine ring fused to a chromene moiety.
1225	2339	CHEMONT:0002340	Azasteroids and derivatives	CHEMONT:0000258	Steroid derivatives in which one carbon atom in the steroidal skeleton has been substituted with a nitrogen atom.
1226	2340	CHEMONT:0002341	Phenol ethers	CHEMONT:0002448	Aromatic compounds containing an ether group substituted with a benzene ring.
1227	2341	CHEMONT:0002342	Triazole ribonucleosides and ribonucleotides	CHEMONT:0000289	Nucleoside derivatives containing a ribose (or deoxyribose) moiety which is N-glycosylated to a triazole.  Nucleotides have a phosphate group linked to the C5 carbon of the ribose (or deoxyribose) moiety.
1228	2343	CHEMONT:0002344	Methoxybenzoic acids and derivatives	CHEMONT:0000176	Benzoic acids in which a hydrogen atom of the benzene ring is replaced by a methoxy group.
1229	2344	CHEMONT:0002345	O-methoxybenzoic acids and derivatives	CHEMONT:0002344	Benzoic acids in which the hydrogen atom at position 2 of the benzene ring is replaced by a methoxy group.
1230	2345	CHEMONT:0002346	P-methoxybenzoic acids and derivatives	CHEMONT:0002344	Benzoic acids in which the hydrogen atom at position 4 of the benzene ring is replaced by a methoxy group.
1231	2346	CHEMONT:0002347	M-methoxybenzoic acids and derivatives	CHEMONT:0002344	Benzoic acids  in which the hydrogen atom at position 3 of the benzene ring is replaced by a methoxy group.
1232	2347	CHEMONT:0002348	Phenylquinolines	CHEMONT:0001253	Heterocyclic compounds containing a quinoline moiety substituted with a phenyl group.
1233	2348	CHEMONT:0002349	Naphthalenecarboxamides	CHEMONT:0001871	Compounds containing a naphthalene moiety, which bears a carboxylic acid amide group at one or more positions. Naphthalene is a bicyclic compound that is made up of two fused benzene rings.
1234	2349	CHEMONT:0002350	Pyrazole carboxylic acids and derivatives	CHEMONT:0000087	Heterocyclic compounds containing a pyrazole ring in which a hydrogen atom is replaced by a carboxylic acid group.
1235	2350	CHEMONT:0002351	Benzocycloheptapyridines	CHEMONT:0000002	Aromatic compounds containing a benzene ring and a pyridine ring fused to a seven membered carbocycle.
1236	2351	CHEMONT:0002352	Thioenol ethers	CHEMONT:0001202	Compounds containing the enol ether functional group, with the formula R3SCR2=CR1.
1237	2352	CHEMONT:0002353	Thioenols	CHEMONT:0000004	Compounds containing the enol functional group, with the structure HS(R)C=CR'. Thioenols interconvert with thioketones that have an alpha-hydrogen.
1238	2353	CHEMONT:0002354	Enol esters	CHEMONT:0001238	Ester derivatives of enols. They have the general formula RC=COC(=O)R' where R, R' = H or organyl group.
1239	2354	CHEMONT:0002355	Benzoisochromanequinones	CHEMONT:0001649	Benzo derivatives of isochromanequinones. Isochromanequinones are structurally characterized by a quinone fused to an isochromane, and forming a naphtho[2,3-c]pyran-6,9-dione skeleton.
1240	2356	CHEMONT:0002357	Aminopiperidines	CHEMONT:0000195	Compounds containing a piperidine that carries an amino group.
1241	2357	CHEMONT:0002358	Triterpene saponins	CHEMONT:0001580	Glycosylated derivatives of triterpene sapogenins. The sapogenin moiety backbone is usually based on the oleanane, ursane, taraxastane, bauerane,  lanostane, lupeol, lupane, dammarane, cycloartane, friedelane, hopane, 9b,19-cyclo-lanostane, cycloartane, or cycloartanol skeleton.
1242	2358	CHEMONT:0002359	Thiophenol ethers	CHEMONT:0002448	Thioether derivatives of thiophenols. Thiophenol is a phenol derivative obtained by replacing the oxygen atom from the hydroxyl group (attached to the benzene) by a sulfur atom.
1243	2359	CHEMONT:0002360	Thiophenol esters	CHEMONT:0002448	Thioester derivatives of thiophenols. Thiophenol is a phenol derivative obtained by replacing the oxygen atom from the hydroxyl group (attached to the benzene) by a sulfur atom.
1244	2360	CHEMONT:0002361	Thiobenzoic acids and derivatives	CHEMONT:0002279	Organic compounds containing thiobenzoic acid or a derivative thereof.
1245	2361	CHEMONT:0002362	Thienamycins	CHEMONT:0000167	Beta-lactam antibiotics that differ from penicillins in having the thiazolidine sulfur atom replaced by carbon, the sulfur then becoming the first atom in the side chain.
1246	2362	CHEMONT:0002363	Phenylacetamides	CHEMONT:0002279	Amide derivatives of phenylacetic acids.
1247	2363	CHEMONT:0002364	Steroidal saponins	CHEMONT:0001013	Saponins in which the aglycone moiety is a steroid. The steroidal aglycone is usually a spirostane, furostane, spirosolane, solanidane, or curcubitacin derivative.
1248	2364	CHEMONT:0002365	Cyanogenic glycosides	CHEMONT:0002105	Glycosides in which the aglycone moiety contains a cyanide group.
1249	2373	CHEMONT:0002374	Furanoquinolines	CHEMONT:0001253	Compounds containing a furan ring fused to a quinoline.
1250	2374	CHEMONT:0002375	Secondary ketimines	CHEMONT:0001673	Ketimines where the nitrogen of the ketimine group is linked to an alkyl or aryl group.
1251	2376	CHEMONT:0002377	Piperazinopiperidines	CHEMONT:0000002	Organic aromatic compounds containing a piperazine ring fused to a piperidine.
1252	2377	CHEMONT:0002378	Pyrroloquinoxalines	CHEMONT:0000486	Organic heterocyclic compounds containing a pyrrole ring fused to a quinoxaline ring system.
1253	2379	CHEMONT:0002380	Limonoids	CHEMONT:0001553	Highly oxygenated, modified terpenoids with a prototypical structure either containing or derived from a precursor with a 4,4,8-trimethyl-17-furanylsteroid skeleton. All naturally occurring citrus limonoids contain a furan ring attached to the D-ring, at C-17, as well as oxygen containing functional groups at C-3, C-4, C-7, C-16 and C-17.
1254	2380	CHEMONT:0002381	17-furanylsteroids and derivatives	CHEMONT:0000258	Steroidal compounds having a furanyl group linked to the steroid backbone at the C17 position.
1255	2381	CHEMONT:0002382	Oxasteroids and derivatives	CHEMONT:0000258	Steroid derivatives where a carbon atom of the steroid is replaced by an oxygen atom.
1256	2383	CHEMONT:0002384	Benzoquinones	CHEMONT:0002495	Organic compounds containing a benzene ring that carries two ketone group at the 1- and 4-positions (cyclohexa-2,5-diene-1,4-dione).
1257	2384	CHEMONT:0002385	O-quinones	CHEMONT:0002495	Quinones where the two C=O groups are attached at the 1- and 2-positions, respectively.
1258	2388	CHEMONT:0002389	Diazinanes	CHEMONT:0000002	Organic compounds containing diazinane, a six-membered saturated heterocycle containing four carbon atoms and two nitrogen atoms.
1259	2390	CHEMONT:0002391	Glycerol ethers	CHEMONT:0000175	Lipids containing an ether derivative of glycerol.
1260	2391	CHEMONT:0002392	Azines	CHEMONT:0000112	Hydrazine derivatives in which the hydrazine group is conjugated to two aldehydes (forming aldazines) or ketones (forming ketazines).
1261	2392	CHEMONT:0002393	Azomethines	CHEMONT:0000278	Compounds having the general structure RN=CR2 (where R is not a hydrogen atom).
1262	2393	CHEMONT:0002394	Shiff bases	CHEMONT:0001267	Aldimines where the nitrogen atom of the aldimine group is linked to an alkyl or aryl group.
1263	2394	CHEMONT:0002395	Primary aldimines	CHEMONT:0001267	Aldimines where the nitrogen atom of the aldimine group is linked to a hydrogen atom.
1264	2396	CHEMONT:0002397	Nitrones	CHEMONT:0003631	N-oxides of imines, with the general structure R1C(R2)=[N+](R3)[O-] (R3 is not an Hydrogen atom).
1265	2401	CHEMONT:0002402	N-acyl-alpha amino acids	CHEMONT:0001189	Compounds containing an alpha amino acid which bears an acyl group at its terminal nitrogen atom.
1266	2402	CHEMONT:0002403	N-carbamoyl-alpha amino acids	CHEMONT:0001224	Compounds containing an alpha amino acid which bears an carbamoyl group at its terminal nitrogen atom.
1267	2403	CHEMONT:0002404	Alpha amino acids	CHEMONT:0000060	Amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon).
1268	2405	CHEMONT:0002406	Indolecarboxylic acids	CHEMONT:0002013	Compounds containing a carboxylic acid group linked to an indole.
1269	2406	CHEMONT:0002407	Morpholine carboxylic acids	CHEMONT:0002307	Heterocyclic compounds containing a morpholine ring substituted by one or more carboxylic acid groups.
1270	2408	CHEMONT:0002409	Oxirane carboxylic acids	CHEMONT:0001864	Compounds containing an oxirane ring bearing a carboxylic acid group.
1271	2409	CHEMONT:0002410	Piperazine carboxylic acids	CHEMONT:0002315	Heterocyclic compounds containing a piperazine ring substituted by one or more carboxylic acid groups.
1272	2410	CHEMONT:0002411	Piperidinecarboxylic acids	CHEMONT:0001974	Compounds containing a piperidine ring which bears a carboxylic acid group.
1273	2412	CHEMONT:0002413	Pyrazine carboxylic acids	CHEMONT:0002265	Heterocyclic compounds containing a pyrazine ring substituted by one or more carboxylic acid groups.
1274	2413	CHEMONT:0002414	Pyridinecarboxylic acids	CHEMONT:0001322	Compounds containing a pyridine ring bearing a carboxylic acid group.
1275	2414	CHEMONT:0002415	Pyrimidinecarboxylic acids	CHEMONT:0001319	Pyrimidines with a structure containing a carboxyl group attached to the pyrimidine ring.
1276	2415	CHEMONT:0002416	Pyrrolidine carboxylic acids	CHEMONT:0001903	Compounds containing a pyrrolidine ring which bears a carboxylic acid. Pyrrolidine is a five-membered saturated aliphatic heterocycle with one nitrogen atom and four carbon atoms.
1277	2416	CHEMONT:0002417	Pyrroline carboxylic acids	CHEMONT:0002287	Heterocyclic compounds containing a pyrroline ring substituted by one or more carboxylic acid groups.
1278	2418	CHEMONT:0002419	Thiophene carboxylic acids	CHEMONT:0002017	Compounds containing a thiophene ring which bears a carboxylic acid group.
1279	2420	CHEMONT:0002421	Naphthalenecarboxylic acids	CHEMONT:0001871	Compounds containing a naphthalene moiety, which bears a carboxylic acid group one or more positions. Naphthalene is a bicyclic compound that is made up of two fused benzene ring.
1280	2421	CHEMONT:0002422	Azetidinecarboxylic acids	CHEMONT:0001876	Organic compounds containing a carboxylic acid group attached to an azetidine ring.
1281	2422	CHEMONT:0002423	Aziridinecarboxylic acids	CHEMONT:0001877	Organic compounds containing a carboxylic acid group attached to an aziridine ring.
1282	2423	CHEMONT:0002424	Anthracenecarboxylic acids	CHEMONT:0001911	Organic compounds containing a carboxylic acid group attached to an anthracene ring system.
1283	2427	CHEMONT:0002428	Selenazoles	CHEMONT:0000002	Compounds containing a five-membered aromatic ring with a the carbon atom replaced by a selenium atom (at position 1) and a nitrogen atom (at position 2 or 3).
1284	2428	CHEMONT:0002429	Selenoethers	CHEMONT:0002468	Organic compounds containing a selenoether group, with the general formula RseR' ( where R, R' are not H atoms).
1285	2429	CHEMONT:0002430	Selenoesters	CHEMONT:0002468	Analogues of esters where an oxygen atom is replaced by a selenium atom. They generally have the formula RC(=O)SeR' or RC(=Se)OR'.
1286	2431	CHEMONT:0002432	Alpha-bromoaldehydes	CHEMONT:0000124	Aldehydes with the general formula C(Br)C(=O)H, with in which the aldehydic C=O function is conjugated to a C-Br group.
1287	2432	CHEMONT:0002433	Alpha,beta-unsaturated aldehydes	CHEMONT:0003131	Aldehydes of general formula R(1)R(2)C=CR(3)-CH=O or RC#C-CH=O in which the aldehydic C=O function is conjugated to an unsaturated C-C bond at the alpha,beta position.
1288	2433	CHEMONT:0002434	Alpha-hydrogen aldehydes	CHEMONT:0000124	Aldehydes with the general formula HC(H)(R)C(=O)H, where R is an organyl group.
1289	2434	CHEMONT:0002435	Beta-hydroxy aldehydes	CHEMONT:0000124	Organic compounds containing an aldehyde substituted with a hydroxy group on the second carbon atom.
1290	2435	CHEMONT:0002436	Enals	CHEMONT:0002433	An alpha,beta-unsaturated aldehyde of general formula RC=C-CH=O in which the aldehydic C=O function is conjugated to a C=C triple bond at the alpha,beta position.
1291	2437	CHEMONT:0002438	Terminal alkynes	CHEMONT:0001301	Alkynes featuring a carbon substituent on one acetylenic carbon, and a hydrogen on the other carbon.
1292	2439	CHEMONT:0002440	Artemisinins	CHEMONT:0001550	Sesquiterpenoids originally isolated from the herb Artemisia annua. Their structure is based on artemisinin, a tetracyclic compound that contains a 1,2-dioxepane fused to an octahydrobenzopyran moiety. The internal peroxide bridge is believed to be a key to the mode of action of artemisinins.
1293	2440	CHEMONT:0002441	Naphthols and derivatives	CHEMONT:0000023	Naphthalene derivatives carrying one or more hydroxyl (-OH) groups at any ring position.
1294	2441	CHEMONT:0002442	Nitrosopiperidines	CHEMONT:0000195	Piperidines with a nitroso functional group attached to the piperidine ring.
1295	2442	CHEMONT:0002443	Nitrosothiols	CHEMONT:0004779	nitroso compounds containing the nitrosothiol group, with the general formula RS=N=O.
1296	2444	CHEMONT:0002445	Peroxycarboxylic acids and derivatives	CHEMONT:0000265	Organic acids with the general formula OOC(R)=O (R = H, organyl group).
1297	2445	CHEMONT:0002446	Peroxycarboxylic acids	CHEMONT:0002445	Organic acids with the general formula [H]OOC(R)=O (R = H, organyl group).
1298	2447	CHEMONT:0002448	Benzenoids	CHEMONT:0000000	Aromatic compounds containing one or more benzene rings.
1299	2448	CHEMONT:0002449	Amines	CHEMONT:0000278	Compounds formally derived from ammonia by replacing one, two or three hydrogen atoms by hydrocarbyl groups, and having the general structures RNH2 (primary amines), R2NH (secondary amines), R3N (tertiary amines).
1300	2449	CHEMONT:0002450	Primary amines	CHEMONT:0002449	Amines having the nitrogen atom linked to exactly one hydrocarbyl group.
1301	2450	CHEMONT:0002451	Secondary amines	CHEMONT:0002449	Amines having the nitrogen atom linked to exactly two hydrocarbyl groups.
1302	2451	CHEMONT:0002452	Tertiary amines	CHEMONT:0002449	Amines having the nitrogen atom linked to exactly three hydrocarbyl groups.
1303	2452	CHEMONT:0002453	Primary aromatic amines	CHEMONT:0002450	Primary amines where the only hydrocarbyl substituent of the amine group is aromatic. Primary amines have the general formula RNH2 (R=aryl).
1304	2453	CHEMONT:0002454	Tertiary alkylarylamines	CHEMONT:0002452	Tertiary amines where the nitrogen atom is linked to at least one alkyl group and at least one aryl group.
1305	2455	CHEMONT:0002456	Germacrane sesquiterpenoids	CHEMONT:0001550	Sesquiterpenoids having the germacrane skeleton, with a structure characterized by a cyclodecane ring substituted with an isopropyl and two methyl groups.
1306	2456	CHEMONT:0002457	Triarylamines	CHEMONT:0002452	Organic compounds containing a trialkylamine group, characterized by exactly three aryl groups bonded to the amino nitrogen.
1307	2457	CHEMONT:0002458	Secondary alkylarylamines	CHEMONT:0002451	Secondary alkylarylamines with the general formula HN(R)R' (R = alkyl, R' = aryl).
1308	2458	CHEMONT:0002459	Nitramines	CHEMONT:0001152	Organyl derivatives of nitramide with the general formula RNHO2 (R = organyl group).
1309	2459	CHEMONT:0002460	Alkanolamines	CHEMONT:0002449	Organic compounds that carry a hydroxy and an amino functional groups on an alkane backbone.
1310	2461	CHEMONT:0002462	Imidothioic acids and derivatives	CHEMONT:0000264	Sulfur derivatives of imidic acid (a derivatives thereof) containing the functional group -RC(=N)S, obtained by replacing the oxygen atom by a sulfur atom.
1311	2462	CHEMONT:0002463	Diarylethers	CHEMONT:0000254	Organic compounds containing the dialkyl ether functional group, with the formula ROR', where R and R' are aryl groups.
1312	2463	CHEMONT:0002464	Hydrazidines	CHEMONT:0000112	Hydrazine derivatives with the general formula RC(NHNH2)2=NNH2.
1313	2464	CHEMONT:0002465	Ynols	CHEMONT:0000323	Organooxygen compounds with the general formula R#CO (R = organyl).
1314	2465	CHEMONT:0002466	Oxazaphosphinanes	CHEMONT:0000002	Organic heterocyclic compounds containing an oxazaphosphinane ring, which consists of three carbon atoms, one nitrogen atom, and one phosphorus atom.
1315	2466	CHEMONT:0002467	1,2-diols	CHEMONT:0002286	Polyols containing an alcohol group at two adjacent positions.
1316	2467	CHEMONT:0002468	Organoselenium compounds	CHEMONT:0001370	Organic compounds containing a carbon-selenium bond.
1317	2469	CHEMONT:0002470	Selenocyanates	CHEMONT:0002468	Organic compounds with the general formula RSeC#N.
1318	2471	CHEMONT:0002472	Diselenides	CHEMONT:0002468	Organoselenium compounds with the general structure R-Se-Se-R' (R,R' = H or organic moiety).
1319	2472	CHEMONT:0002473	Selenoxides	CHEMONT:0002468	Organoselenium compounds with the general formula RSe(=O)R' (R,R'= organyl).
1320	2483	CHEMONT:0002484	Carboximidic acids	CHEMONT:0002285	Organic acids with the general formula RC(=N)-OH (R=H, organic group).
1321	2484	CHEMONT:0002485	Thiols	CHEMONT:0000004	Organic compounds containing a functional group with the structure RSH (R = organyl).
1322	2485	CHEMONT:0002486	Dioxathiolanes	CHEMONT:0000002	Organic heterocyclic compounds containing a dioxathiolane, with a structure consisting of a five-membered saturated ring with one sulfur atom, two oxygen atoms, and two carbon atoms.
1323	2489	CHEMONT:0002490	Azolines	CHEMONT:0000002	Azole derivatives obtained by conversion of one double bond of the azole ring to a single bond.
1324	2490	CHEMONT:0002491	Azolidines	CHEMONT:0000002	Azole derivatives obtained by conversion of both double bonds of the azole ring to single bonds, yielding a saturated ring.
1325	2491	CHEMONT:0002492	O-benzoquinones	CHEMONT:0002384	Benzoquinones where the two C=O groups are attached at the 1- and 2-positions, respectively.
1326	2492	CHEMONT:0002493	M-benzoquinones	CHEMONT:0002384	Benzoquinones where the two C=O groups are attached at the 1- and 3-position, respectively.
1327	2493	CHEMONT:0002494	P-benzoquinones	CHEMONT:0002384	Benzoquinones where the two C=O groups are attached at the 1- and 4-positions, respectively.
1328	2494	CHEMONT:0002495	Quinones	CHEMONT:0003487	Compounds having a fully conjugated cyclic dione structure, such as that of benzoquinones, derived from aromatic compounds by conversion of an even number of number of -CH= groups into -C(=O)- groups with any necessary rearrangement of double bonds (polycyclic and heterocyclic analogues are included).
1329	2495	CHEMONT:0002496	Isoindolines	CHEMONT:0001819	Heterocyclic compounds containing a 2,3-dihydro-1H-iso-indole moiety.
1330	2496	CHEMONT:0002497	Indoles	CHEMONT:0000211	Compounds containing an indole moiety, which consists of pyrrole ring fused to benzene  to form 2,3-benzopyrrole.
1331	2497	CHEMONT:0002498	Isothiochromenes	CHEMONT:0000002	Organic heterocyclic compounds containing an isothiochromene moiety.
1332	2498	CHEMONT:0002499	Thiochromenes	CHEMONT:0000002	Organosulfur compounds that are analogues to chromene, with the difference that a sulfur atom replaces the oxygen atom.
1333	2499	CHEMONT:0002500	Alkanes	CHEMONT:0004474	Acyclic branched or unbranched hydrocarbons having the general formula CnH2n+2 , and therefore consisting entirely of hydrogen atoms and saturated carbon atoms.
1334	2500	CHEMONT:0002501	Alkenes	CHEMONT:0002839	Acyclic branched or unbranched hydrocarbons having one carbon-carbon double bond and the general formula CnH2n.
1335	2502	CHEMONT:0002503	Hydroxycinnamic acids	CHEMONT:0001391	Compounds containing an cinnamic acid where the benzene ring is hydroxylated.
1336	2503	CHEMONT:0002504	Cinnamic acids	CHEMONT:0000476	Organic aromatic compounds containing a benzene and a carboxylic acid group forming 3-phenylprop-2-enoic acid.
1337	2504	CHEMONT:0002505	Coumaric acids	CHEMONT:0000059	Aromatic compounds containing a cinnamic acid moiety hydroxylated at the C2 (ortho-), C3 (meta-), or C4 (para-) carbon atom of the benzene ring.
1338	2505	CHEMONT:0002506	Isoflavonoids	CHEMONT:0000261	Natural products derived from 3-phenylchromen-4-one.
1339	2506	CHEMONT:0002507	Homoisoflavonoids	CHEMONT:0000261	Naturally occurring oxygen heterocycles with a structure based on a 16-carbon skeleton including a chromanone, chromone or chromane system with a benzyl group at position C-3.
1340	2507	CHEMONT:0002508	Homoisoflavans	CHEMONT:0002507	Homoisoflavonoids with a structure based on the chromane system. Chromone is a bicyclic compound consisting of a 3,4-dihydro-1-benzopyran.
1341	2508	CHEMONT:0002509	Cyclitols and derivatives	CHEMONT:0001292	Compounds containing a cycloalkane moiety with one hydroxyl group on each of three or more ring atoms. These of also include derivatives where the hydrogen atom of one or more of the hydroxyl groups is replaced with another atom.
1342	2509	CHEMONT:0002510	Aminocyclitols and derivatives	CHEMONT:0002509	Cyclitols, or derivatives thereof with at least one hydroxyl group replace by an amino group. These of also include derivatives where the hydrogen atom of one or more of the hydroxyl groups is replaced with another atom.
1343	2510	CHEMONT:0002511	Inositol phosphates	CHEMONT:0002509	Compounds containing a phosphate group attached to an inositol (or cyclohexanehexol) moiety.
1344	2511	CHEMONT:0002512	Quinic acids and derivatives	CHEMONT:0002509	Compounds containing a quinic acid moiety (or a derivative thereof), which is a cyclitol made up of a cyclohexane ring that bears four hydroxyl groups at positions 1,3.4, and 5, as well as a carboxylic acid at position 1.
1345	2513	CHEMONT:0002514	Salicylic acids	CHEMONT:0000487	Ortho-hydroxylated benzoic acids.
1346	2514	CHEMONT:0002515	Salicylamides	CHEMONT:0000487	Carboxamide derivatives of salicylic acid. Salicylic acid is the ortho-hydroxylated derivative of benzoic acid.
1347	2515	CHEMONT:0002516	N-piperazineacetamides	CHEMONT:0000189	Heterocyclic compounds containing a piperazine ring, which N-substituted with an acetamide group.
1348	2516	CHEMONT:0002517	Chamigranes	CHEMONT:0001550	Sesquiterpenoids characterized by a 1,1,5,9-tetramethylspiro[5,5]undecane skeleton, formally obtained by linking the C1-C6 and C6-C11 of farnesane together. They are predominantly isolated from algae.
1349	2517	CHEMONT:0002518	Annonaceous acetogenins	CHEMONT:0001334	Waxy derivatives of fatty acids (usually C32 or C34), containing a terminal carboxylic acid combined with a 2-propanol unit at the C-2 position to form a methyl- substituted alpha,beta-unsaturated-gamma-lactone. One of their interesting structural features is a single, adjacent, or nonadjacent tetrahydrofuran (THF) or tetrahydropyran (THP) system with one or two flanking hydroxyl group(s) at the center of a long hydrocarbon chain.
1350	2518	CHEMONT:0002519	Acylphloroglucinols and derivatives	CHEMONT:0000382	Phloroglucinol derivatives characterized by the presence of a COR group.
1351	2523	CHEMONT:0002524	Cyclopropanecarboxylic acids and derivatives	CHEMONT:0000265	Organic compounds containing a carboxyl group (or a derivative thereof) attached to a cyclopropane ring.
1352	2524	CHEMONT:0002525	Cyclopropanecarboxylic acids	CHEMONT:0002524	Organic compounds containing a carboxyl group attached to a cyclopropane ring.
1353	2525	CHEMONT:0002526	1-aminocyclopropane-1-carboxylic acids and derivatives	CHEMONT:0002524	Organic compounds containing both a carboxyl group (or a derivative thereof) and an amino group at position C1 of a cyclopropane ring.
1354	2527	CHEMONT:0002528	Halohydrins	CHEMONT:0000267	Alcohols substituted by a halogen atom at a saturated carbon atom otherwise bearing only hydrogen or hydrocarbyl groups (usually used to mean beta-halo alcohols).
1355	2528	CHEMONT:0002529	Carbonylimidazoles	CHEMONT:0002310	Substituted imidazoles in which the imidazole ring bears a carbonyl group.
1356	2529	CHEMONT:0002530	Epoxypiperidines	CHEMONT:0000002	Heteropolycyclic compounds containing an oxirane fused to a piperidine ring.
1357	2535	CHEMONT:0002536	Phenoxides	CHEMONT:0002279	Salts or analogous metal derivatives of phenols.
1358	2536	CHEMONT:0002537	Isothiocyanate acids	CHEMONT:0001234	Acidic derivatives of isothiocyanates with the general formula RC(=O)N=C=S.
