#SampleID	swab_id	orig_sample_name	avg_percent_humidity	total_precipitation_in	total_precipitation_cm	weather_station	description	processing_control	control	gDNA_concentration	shotgon_library_concentration	16S_seqs	reads_used	below_threshold	extraction_plate	days_since_placement	season	geo_loc_name	soil_max_temp_c	soil_mean_temp_c	soil_min_temp_c	swab_barcode1	swab_barcode2	temp_c_max	temp_c_min	temp_c_average	time_since_death_to_cooling	tot_mass	soil_add_0c	soil_add_4c	soil_add_5c	soil_add_6c	soil_control	soil_temp_average	soil_temp_max	soil_temp_min	weight	maggot_notes	maggots	megyesi_score	megyesi_stage	notes	placement_head_direction	qiita_study_id	sample_collection_date	sample_type	sample_type_soil_control	scavenging_activity	scavenging_notes	scientific_name	sex	host_scientific_name	host_subject_id	validation_set	Testing	host_taxa_id	humidity_max	humidity_min	initial_body_condition	latitude	longitude	donor_storage	donor_storage_days	env_type	height	host_common_name	body_site	cause_of_death	country	date_of_death	days_of_decomposition	add_0c	add_0c_group	facility	add_facility	old_add_0c	old_add_4c	old_add_5c	age	ahd_humidity	ambient_max_temp_c	ambient_min_temp_c	ambient_temp_avg	approximate_age	autopsy	qiita_study	reextracted	hiseq_or_novaseq_better	shotgun_barcode_used
#q2:types	categorical	categorical	numeric	numeric	numeric	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	numeric	numeric	numeric	categorical	categorical	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	numeric	numeric	categorical	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical	categorical	categorical	categorical	categorical
55479_S2297_L003	55479	soil.hip.CMU.16.12.2016.11.day.day14	65.1	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0	0.731	9610	577771	n	29	13	fall	USA:Colorado:Grand_Junction				55478	55479	6.331111111	-7.251111111	-0.46		63.5029318	55.11777778	14.14222222	7.951666667	3.77	n					not_applicable	n	13	active		south_west	11489	12/4/16	soil	soil	n	no new	soil metagenome	male	not_applicable	16-12	n	Train	not_applicable			clothed	39.08	-108.55	cooled	4		180.34	not_applicable	soil.hip	natural	USA	11/17/16	14	26.1	early	FIRS	earlyFIRS	28.28083333	4.8575	1.763055556	63	859.05				63	n	11489	y	novaseq	55479
55462_S1886_L003	55462	soil.hip.CMU.16.12.2016.11.day.day11	63.5	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0.014	3.712	27741	707852	n	29	10	fall	USA:Colorado:Grand_Junction				55462	55463	4.193888889	-4.987222222	-0.396666667		63.5029318	49.40333333	14.14222222	7.951666667	3.77	n					not_applicable	n	8.5	active		south_west	11489	12/1/16	soil	soil	n	no new	soil metagenome	male	not_applicable	16-12	n	Train	not_applicable			clothed	39.08	-108.55	cooled	4		180.34	not_applicable	soil.hip	natural	USA	11/17/16	11	26.1	early	FIRS	earlyFIRS	27.74444444	4.8575	1.763055556	63	672.1				63	n	11489	n	novaseq	55462
55461_S2026_L003	55461	soil.hip.CMU.16.12.2016.10.day.day9	77.2	0.03	0.0762	Grand Junction Regional Airport Station	soil.hip	n	n	0	1.294	8472	554403	n	29	8	fall	USA:Colorado:Grand_Junction				55460	55461	4.713888889	-4.438888889	0.1375		63.5029318	45.42722222	14.14222222	7.951666667	3.77	n					not_applicable	n	12.5	active		south_west	11489	11/29/16	soil	soil	n	no new	soil metagenome	male	not_applicable	16-12	n	Train	not_applicable			clothed	39.08	-108.55	cooled	4		180.34	not_applicable	soil.hip	natural	USA	11/17/16	9	26.1	early	FIRS	earlyFIRS	27.74444444	4.8575	1.763055556	63	534.05				63	n	11489	y	novaseq	55461
55441_S2116_L003	55441	soil.hip.CMU.16.12.2016.10.day.day8	91.2	0.02	0.0508	Grand Junction Regional Airport Station	soil.hip	n	n	0.002	1.837	12629	1526651	n	29	7	fall	USA:Colorado:Grand_Junction				55440	55441	2.902777778	-1.986111111	0.458333333		63.5029318	42.14222222	14.14222222	7.951666667	3.77	n					not_applicable	n	8.5	active		south_west	11489	11/28/16	soil	soil	n	no new	soil metagenome	male	not_applicable	16-12	n	Train	not_applicable			clothed	39.08	-108.55	cooled	4		180.34	not_applicable	soil.hip	natural	USA	11/17/16	8	26.1	early	FIRS	earlyFIRS	27.60694444	4.8575	1.763055556	63	458.9				63	n	11489	y	novaseq	55441
55427_S2122_L003	55427	soil.hip.CMU.16.12.2016.10.day.day7	74.5	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0.002	1.183	5389	1605647	n	29	6	fall	USA:Colorado:Grand_Junction				55426	55427	8.916111111	2.61	5.763055556		63.5029318	37.21361111	13.21361111	7.951666667	3.77	n					not_applicable	n	12	active		south_west	11489	11/27/16	soil	soil	n	no new	soil metagenome	male	not_applicable	16-12	n	Train	not_applicable			clothed	39.08	-108.55	cooled	4		180.34	not_applicable	soil.hip	natural	USA	11/17/16	7	25.8	early	FIRS	earlyFIRS	27.14861111	4.8575	1.763055556	63	377				63	n	11489	y	novaseq	55427
55391_S2092_L006	55391	soil.hip.CMU.16.12.2016.10.day.day3	76.9	0.01	0.0254	Grand Junction Regional Airport Station	soil.hip	n	n	0.065	0.971	24188	8713469	n	27	2	fall	USA:Colorado:Grand_Junction				55390	55391	11.39388889	-1.27	5.061944444		63.5029318	15.4175	7.4175	5.4175	3.4175	n					not_applicable	n	6.5	active		south_west	11489	11/23/16	soil	soil	n	no new	soil metagenome	male	not_applicable	16-12	n	Train	not_applicable			clothed	39.08	-108.55	cooled	4		180.34	not_applicable	soil.hip	natural	USA	11/17/16	3	11.1	early	FIRS	earlyFIRS	11	3	1	63	141.35				63	n	11489	y	hiseq	55391
55355_S2015_L003	55355	soil.hip.SHSU.2016.067.2016.10.05.day20	78.6	0	0	Easterwood Airport Station	soil.hip	n	n	0	0.469	17862	1109414	n	13	19	summer	USA:Texas:Huntsville				55354	55355	32.7804	27.78	23.8908							n					y	y	25	advanced		north_west	11489	10/5/16	soil	soil	yes	same as previous day	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		19	486.1	advanced	STAFS	advancedSTAFS	378.9192	302.9192	283.9192		76					n	11489	y	novaseq	55355
55352_S1573_L003	55352	soil.hip.SHSU2016.067.2016.10.03.day18	61.3	0	0	Easterwood Airport Station	soil.hip	n	n	0.052	7.403	15944	2544033	n	18	17	summer	USA:Texas:Huntsville				55352	55353	28.8912	22.224	15.0012							n					n	n	25	advanced		north_west	11489	10/3/16	soil	soil	yes	same as previous days	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		17	432.5	advanced	STAFS	advancedSTAFS	337.2492	269.2492	252.2492		64					n	11489	n	novaseq	55352
55316_S1580_L003	55316	soil.hip.SHSU.2016.067.2016.09.29.day14	62.3	0	0	Easterwood Airport Station	soil.hip	n	n	0.009	3.79	18418	2720336	n	18	13	summer	USA:Texas:Huntsville				55316	55317	27.78	21.1128	15.0012							n					n	n	23	advanced		north_west	11489	9/29/16	soil	soil	yes	same as previous day	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		13	348.1	advanced	STAFS	advancedSTAFS	281.1336	229.1336	216.1336		64					n	11489	n	novaseq	55316
55281_S2047_L003	55281	soil.hip.SHSU.2016.067.2016.09.25.day10	89.9	0.09	0.2286	Easterwood Airport Station	soil.hip	n	n	0	0.157	16502	1722926	n	18	9	summer	USA:Texas:Huntsville				55280	55281	31.1136	26.6688	22.224							n					y	y	19	advanced		north_west	11489	9/25/16	soil	soil	yes	same as previous day	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		9	256.45	advanced	STAFS	advancedSTAFS	208.35	172.35	163.35		90					n	11489	y	novaseq	55281
55263_S2051_L003	55263	soil.hip.SHSU.2016.067.2016.09.26.day11	91.3	1.52	3.8608	Easterwood Airport Station	soil.hip	n	n	0.009	0.714	15188	1082642	n	14	10	summer	USA:Texas:Huntsville				55262	55263	27.2244	24.4464	21.6684							n					y	y	22	advanced		north_west	11489	9/26/16	soil	soil	no	not_applicable	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		10	280.6	advanced	STAFS	advancedSTAFS	230.0184	190.0184	180.0184		88					n	11489	y	novaseq	55263
55261_S2103_L003	55261	soil.hip.SHSU.2016.067.2016.09.24.day9	83.6	0	0	Easterwood Airport Station	soil.hip	n	n	0	0.212	15936	1632548	n	18	8	summer	USA:Texas:Huntsville				55260	55261	32.7804	28.8912	25.002							n					y	y	18	advanced		north_west	11489	9/24/16	soil	soil	yes	teeth and nasal passage exposed; areas of skull exposed; some bone exposed on legs	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		8	229.8	advanced	STAFS	advancedSTAFS	186.126	154.126	146.126		78					n	11489	y	novaseq	55261
55247_S2156_L003	55247	soil.hip.SHSU.2016.067.2016.09.23.day8	78.9	0	0	Easterwood Airport Station	soil.hip	n	n	0	0.153	8539	786407	n	14	7	summer	USA:Texas:Huntsville				55246	55247	32.7804	27.78	22.7796							n					y	y		NA		north_west	11489	9/23/16	soil	soil	yes	left hand; scavenger dug under cage	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		7	201.45	advanced	STAFS	advancedSTAFS	161.124	133.124	126.124		72					n	11489	y	novaseq	55247
55245_S2272_L003	55245	soil.hip.SHSU.2016.067.2016.09.21.day6	66.3	0	0	Easterwood Airport Station	soil.hip	n	n	0.004	0.256	15879	699723	n	14	5	summer	USA:Texas:Huntsville				55244	55245	33.8916	27.2244	20.5572							n					y	y	14	active		north_west	11489	9/21/16	soil	soil	yes	arms to bone; left knee down to ankle down to bone	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		5	146.15	active	STAFS	activeSTAFS	117.7872	97.7872	92.7872		66					n	11489	y	novaseq	55245
55227_S2126_L003	55227	soil.hip.SHSU.2016.067.2016.09.22.day7	71	0	0	Easterwood Airport Station	soil.hip	n	n	0	0.38	10572	1083128	n	14	6	summer	USA:Texas:Huntsville				55226	55227	33.8916	27.2244	20.5572							n					y	y	18	advanced		north_west	11489	9/22/16	soil	soil	no	not_applicable	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		6	173.4	active	STAFS	activeSTAFS	138.3444	114.3444	108.3444		67					n	11489	y	novaseq	55227
55225_S2077_L003	55225	soil.hip.SHSU.2016.067.2016.09.20.day5	71	0	0	Easterwood Airport Station	soil.hip	n	n	0	0.124	5513	15801962	n	14	4	summer	USA:Texas:Huntsville				55224	55225	35.5584	29.4468	23.8908							n					y	y	12	active		north_west	11489	9/20/16	soil	soil	no	not_applicable	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		4	118.95	active	STAFS	activeSTAFS	97.23	81.23	77.23		73					n	11489	y	novaseq	55225
55209_S2162_L003	55209	soil.hip.SHSU.2016.067.2016.09.17.day2	73.6	0	0	Easterwood Airport Station	soil.hip	n	n	0.015	1.03	10438	1468194	n	14	1	summer	USA:Texas:Huntsville				55208	55209	35.5584	28.8912	23.8908							n					n	n	3	early		north_west	11489	9/17/16	soil	soil	no	not_applicable	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		1	29.2	early	STAFS	earlySTAFS	23.8908	19.8908	18.8908		70					n	11489	y	novaseq	55209
55191_S2075_L006	55191	soil.hip.SHSU.2016.067.2016.09.18.day3	78.1	0	0	Easterwood Airport Station	soil.hip	n	n	0.003	2.969	12541	633405	n	18	2	summer	USA:Texas:Huntsville				55190	55191	35.0028	29.4468	23.8908							n					y	y	3	early		north_west	11489	9/18/16	soil	soil	yes	"left leg, opened up skin wound more"	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		2	58.9	active	STAFS	activeSTAFS	47.7816	39.7816	37.7816		70					n	11489	y	hiseq	55191
55189_S2181_L003	55189	soil.hip.SHSU.2016.067.2016.09.16.day1	75.2	0	0	Easterwood Airport Station	soil.hip	n	n	0.013	1.195	15520	12819010	n	13	0	summer	USA:Texas:Huntsville				55188	55189	33.8916	28.3356	22.7796							n					n	n	3	day0		north_west	11489	9/16/16	soil	soil	no	not_applicable	soil metagenome	female	not_applicable	2016.067	y	Test	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		0	0	day0	STAFS	day0STAFS	0	0	0		81					n	11489	y	novaseq	55189
55173_S2230_L003	55173	soil.hip.SHSU.2016.064.2016.09.12.day19	72.1	0	0	Easterwood Airport Station	soil.hip	n	n	0	0.639	13706	1555240	n	15	18	summer	USA:Texas:Huntsville				55172	55173	32.7804	26.6688	20.5572			513.55618	441.55618	423.55618	405.55618	n					n	n	25	advanced		north_west	11489	9/12/16	soil	soil	yes	same as previous day	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		18	503.3333333	advanced	STAFS	advancedSTAFS	410.0328	338.0328	320.0328		77				68	n	11489	y	novaseq	55173
55154_S1499_L003	55154	soil.hip.SHSU.2016.064.2016.09.13.day20	77.4	0	0	Easterwood Airport Station	soil.hip	n	n	0.058	2.514	35490	574565	n	15	19	summer	USA:Texas:Huntsville				55154	55155	32.7804	27.78	22.7796			543.16777	467.16777	448.16777	429.16777	n					n	n	25	advanced		north_west	11489	9/13/16	soil	soil	yes	same as previous day	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		19	530.8333333	advanced	STAFS	advancedSTAFS	432.8124	356.8124	337.8124		75				68	n	11489	n	novaseq	55154
55152_S1471_L003	55152	soil.hip.SHSU.2016.064.2016.09.11.day18	67.5	0	0	Easterwood Airport Station	soil.hip	n	n	0.046	3.582	8631	3361296	n	14	17	summer	USA:Texas:Huntsville				55152	55153	32.2248	26.1132	21.1128			484.89185	416.89185	399.89185	382.89185	n					n	n	25	advanced		north_west	11489	9/11/16	soil	soil	yes	same as previous day	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		17	476.1111111	advanced	STAFS	advancedSTAFS	389.4756	321.4756	304.4756		78					n	11489	n	novaseq	55152
55139_S2149_L003	55139	soil.hip.SHSU.2016.064.2016.09.10.day17	78.2	0	0	Easterwood Airport Station	soil.hip	n	n	0.001	0.131	12633	2375449	n	15	16	summer	USA:Texas:Huntsville				55138	55139	32.7804	27.78	22.7796			456.12848	392.12848	376.12848	360.12848	n					n	n	25	advanced		north_west	11489	9/10/16	soil	soil	yes	same as previous day	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		16	449.4444444	advanced	STAFS	advancedSTAFS	368.3628	304.3628	288.3628		77				68	n	11489	y	novaseq	55139
55136_S1468_L003	55136	soil.hip.SHSU.2016.064.2016.09.08.day15	82.7	0	0	Easterwood Airport Station	soil.hip	n	n	0.048	3.65	21899	2715530	n	13	14	summer	USA:Texas:Huntsville				55136	55137	33.8916	29.4468	25.002			398.25659	342.25659	328.25659	314.25659	n					n	n	23	advanced		north_west	11489	9/8/16	soil	soil	yes	still missing arms	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		14	393.6111111	advanced	STAFS	advancedSTAFS	321.6924	265.6924	251.6924		72				68	n	11489	n	novaseq	55136
55119_S2071_L006	55119	soil.hip.SHSU.2016.064.2016.09.09.day16	76.2	0	0	Easterwood Airport Station	soil.hip	n	n	0.005	2.851	13317	5605013	n	14	15	summer	USA:Texas:Huntsville				55118	55119	32.7804	27.78	23.8908			427.47524	367.47524	352.47524	337.47524	n					n	n	23	advanced		north_west	11489	9/9/16	soil	soil	no	not_applicable	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		15	422.2222222	advanced	STAFS	advancedSTAFS	345.5832	285.5832	270.5832		72					n	11489	y	hiseq	55119
55116_S1480_L003	55116	soil.hip.SHSU.2016.064.2016.09.07.day14	79.8	0	0	Easterwood Airport Station	soil.hip	n	n	0.218	6.253	21418	1319901	n	14	13	summer	USA:Texas:Huntsville				55116	55117	33.8916	28.3356	22.7796			368.40937	316.40937	303.40937	290.40937	n					n	n		NA		north_west	11489	9/7/16	soil	soil	yes	same as previous day	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		13	364.1666667	advanced	STAFS	advancedSTAFS	296.6904	244.6904	231.6904		72					n	11489	n	novaseq	55116
55102_S1506_L003	55102	soil.hip.SHSU.2016.064.2016.09.06.day13	78.9	0.3	0.762	Easterwood Airport Station	soil.hip	n	n	0.28	7.914	13239	1597592	n	15	12	summer	USA:Texas:Huntsville				55102	55103	33.8916	28.8912	23.8908			339.20991	291.20991	279.20991	267.20991	n					y	y	22	advanced		north_west	11489	9/6/16	soil	soil	yes	same as previous day	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		12	335.5555556	advanced	STAFS	advancedSTAFS	273.9108	225.9108	213.9108		69					n	11489	n	novaseq	55102
55101_S2018_L003	55101	soil.hip.SHSU.2016.064.2016.09.04.day11	75.8	0	0	Easterwood Airport Station	soil.hip	n	n	0	0.449	2855	1661840	n	13	10	summer	USA:Texas:Huntsville				55100	55101	33.8916	27.78	21.6684			279.7314	239.7314	229.7314	219.7314	n					n	n	24	advanced		north_west	11489	9/4/16	soil	soil	yes	same as previous day	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		10	278.0555556	advanced	STAFS	advancedSTAFS	226.1292	186.1292	176.1292		72				68	n	11489	y	novaseq	55101
55082_S1569_L003	55082	soil.hip.SHSU.2016.064.2016.09.05.day12	88.7	0.06	0.1524	Easterwood Airport Station	soil.hip	n	n	0.113	19.576	19621	2630031	n	18	11	summer	USA:Texas:Huntsville				55082	55083	32.7804	28.3356	23.8908			309.68941	265.68941	254.68941	243.68941	n							24	advanced		north_west	11489	9/5/16	soil	soil	yes	"more tears in skin, left breast area"	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		11	306.9444444	advanced	STAFS	advancedSTAFS	250.02	206.02	195.02		81					n	11489	n	novaseq	55082
55081_S2037_L003	55081	soil.hip.SHSU.2016.064.2016.09.03.day10	73	0.02	0.0508	Easterwood Airport Station	soil.hip	n	n	0	0.419	6700	598125	n	15	9	summer	USA:Texas:Huntsville				55080	55081	32.2248	27.2244	22.224			249.04135	213.04135	204.04135	195.04135	n					y	y	18	advanced		north_west	11489	9/3/16	soil	soil	yes	left arm gone	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		9	250.2777778	advanced	STAFS	advancedSTAFS	204.4608	168.4608	159.4608		71					n	11489	y	novaseq	55081
55067_S2079_L003	55067	soil.hip.SHSU.2016.064.2016.09.02.day9	79.8	0	0	Easterwood Airport Station	soil.hip	n	n	0	0.381	7246	12474281	n	15	8	summer	USA:Texas:Huntsville				55066	55067	32.2248	27.78	22.7796			219.02319	187.02319	179.02319	171.02319	n					y	y	18	advanced		north_west	11489	9/2/16	soil	soil	yes	same as previous day	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		8	223.0555556	advanced	STAFS	advancedSTAFS	182.2368	150.2368	142.2368		76					n	11489	y	novaseq	55067
55064_S1510_L003	55064	soil.hip.SHSU.2016.064.2016.08.31.day7	75.3	0.44	1.1176	Easterwood Airport Station	soil.hip	n	n	0.025	3.272	10702	548660	n	15	6	summer	USA:Texas:Huntsville				55064	55065	33.8916	28.8912	23.8908			160.66368	136.66368	130.66368	124.66368	n					y	y	16	active		north_west	11489	8/31/16	soil	soil	no	not_applicable	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		6	166.3888889	active	STAFS	activeSTAFS	136.6776	112.6776	106.6776		72				68	n	11489	n	novaseq	55064
55046_S1481_L003	55046	soil.hip.SHSU.2016.064.2016.09.01.day8	68.5	0	0	Easterwood Airport Station	soil.hip	n	n	0.028	4.194	14266	1071146	n	14	7	summer	USA:Texas:Huntsville				55046	55047	35.0028	28.8912	22.7796			189.67318	161.67318	154.67318	147.67318	n					y	y	16	active		north_west	11489	9/1/16	soil	soil	yes	ribs in right chest cavity exposed; tip two now broken	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		7	195.5555556	active	STAFS	activeSTAFS	159.4572	131.4572	124.4572		72					n	11489	n	novaseq	55046
55045_S2052_L003	55045	soil.hip.SHSU.2016.064.2016.08.30.day6	78.5	0.03	0.0762	Easterwood Airport Station	soil.hip	n	n	0.015	1.146	39662	11870038	n	14	5	summer	USA:Texas:Huntsville				55044	55045	33.8916	27.78	21.6684			132.18463	112.18463	107.18463	102.18463	n					y	y	16	active		north_west	11489	8/30/16	soil	soil	yes	left hand outside of cage	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		5	137.5	active	STAFS	activeSTAFS	112.7868	92.7868	87.7868		79					n	11489	y	novaseq	55045
55028_S1571_L003	55028	soil.hip.SHSU.2016.064.2016.08.27.day3	76.1	0	0	Easterwood Airport Station	soil.hip	n	n	0	3.302	15182	2378981	n	18	2	summer	USA:Texas:Huntsville				55028	55029	32.7804	27.78	22.7796			52.24507	44.24507	42.24507	40.24507	n					y	y	5	early		north_west	11489	8/27/16	soil	soil	no	not_applicable	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		2	55.27777778	active	STAFS	activeSTAFS	46.6704	38.6704	36.6704		84					n	11489	y	novaseq	55028
55011_S2238_L003	55011	soil.hip.SHSU.2016.064.2016.08.28.day4	85.4	0	0	Easterwood Airport Station	soil.hip	n	n	0	0.269	9176	12988343	n	16	3	summer	USA:Texas:Huntsville				55010	55011	31.1136	26.6688	22.7796			78.47281	66.47281	63.47281	60.47281	n					y	y	9	active		north_west	11489	8/28/16	soil	soil	yes	both biceps almost to bone; large hole in right of chest	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		3	82.22222222	active	STAFS	activeSTAFS	69.45	57.45	54.45		84					n	11489	y	novaseq	55011
55009_S2121_L003	55009	soil.hip.SHSU.2016.064.2016.08.26.day2	82.4	0	0	Easterwood Airport Station	soil.hip	n	n	0	0.394	13416	14196972	n	14	1	summer	USA:Texas:Huntsville				55008	55009	31.6692	27.78	23.8908			26.12332	22.12332	21.12332	20.12332	n					n	n	5	early		north_west	11489	8/26/16	soil	soil	no	not_applicable	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		1	27.5	early	STAFS	earlySTAFS	23.8908	19.8908	18.8908		82				68	n	11489	y	novaseq	55009
54995_S2190_L003	54995	soil.hip.SHSU.2016.064.2016.08.25.day1	80.9	0	0	Easterwood Airport Station	soil.hip	n	n	0.001	1.311	14704	16527607	n	13	0	summer	USA:Texas:Huntsville				54994	54995	32.7804	28.3356	23.8908			0	0	0	0	n					n	n	5	day0		north_west	11489	8/25/16	soil	soil	no	not_applicable	soil metagenome	female	not_applicable	2016.064	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		0	0	day0	STAFS	day0STAFS	0	0	0		73					n	11489	y	novaseq	54995
54975_S2147_L003	54975	soil.hip.SHSU.2016.065.2016.09.14.day21	70.4	0.01	0.0254	Easterwood Airport Station	soil.hip	n	n	0	0.064	1	855929	n	14	20	summer	USA:Texas:Huntsville				54974	54975	32.7804	27.78	22.7796							n					y	y	23	advanced		north_west	11489	9/14/16	soil	soil	yes	"same as previous days, most of right arm has been exposed to bone"	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		20	558.6111111	advanced	STAFS	advancedSTAFS	455.592	375.592	355.592		77					n	11489	y	novaseq	54975
54973_S2092_L003	54973	soil.hip.SHSU.2016.065.2016.09.12.day19	72.1	0	0	Easterwood Airport Station	soil.hip	n	n	0.003	0.227	9894	960194	n	15	18	summer	USA:Texas:Huntsville				54972	54973	32.7804	26.6688	20.5572							n					y	y	22	advanced		north_west	11489	9/12/16	soil	soil	no	not_applicable	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		18	503.3333333	advanced	STAFS	advancedSTAFS	410.0328	338.0328	320.0328		77					n	11489	y	novaseq	54973
54959_S2281_L003	54959	soil.hip.SHSU.2016.065.2016.09.11.day18	67.5	0	0	Easterwood Airport Station	soil.hip	n	n	0.014	1.3	2	2011481	n	14	17	summer	USA:Texas:Huntsville				54958	54959	32.2248	26.1132	21.1128							n					y	y	22	advanced		north_west	11489	9/11/16	soil	soil	yes	"right arm to bone, head more tilited to the right"	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		17	476.1111111	advanced	STAFS	advancedSTAFS	389.4756	321.4756	304.4756		78				68	n	11489	y	novaseq	54959
54939_S2245_L003	54939	soil.hip.SHSU.2016.065.2016.09.10.day17	78.2	0	0	Easterwood Airport Station	soil.hip	n	n	0	0.101	13870	9313653	n	15	16	summer	USA:Texas:Huntsville				54938	54939	32.7804	27.78	22.7796							n					y	y	22	advanced		north_west	11489	9/10/16	soil	soil	yes	same as previous days	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		16	449.4444444	advanced	STAFS	advancedSTAFS	368.3628	304.3628	288.3628		77					n	11489	y	novaseq	54939
54923_S2055_L006	54923	soil.hip.SHSU.2016.065.2016.09.07.day14	79.8	0	0	Easterwood Airport Station	soil.hip	n	n	0.032	1.412	16938	847207	n	14	13	summer	USA:Texas:Huntsville				54922	54923	33.8916	28.3356	22.7796							n					y	y	21	advanced		north_west	11489	9/7/16	soil	soil	yes	"left and right hands outside of cage, down to bone"	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		13	364.1666667	advanced	STAFS	advancedSTAFS	296.6904	244.6904	231.6904		72					n	11489	y	hiseq	54923
54900_S1470_L003	54900	soil.hip.SHSU.2016.065.2016.09.04.day11	75.8	0	0	Easterwood Airport Station	soil.hip	n	n	0.209	6.835	15791	1880347	n	13	10	summer	USA:Texas:Huntsville				54900	54901	33.8916	27.78	21.6684							n					y	y	22	advanced		north_west	11489	9/4/16	soil	soil	no	not_applicable	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		10	278.0555556	advanced	STAFS	advancedSTAFS	226.1292	186.1292	176.1292		72					n	11489	n	novaseq	54900
